USI_ID;NOME;SUBSISTEMA ;ESTADO;FONTE;CEG ANEEL;LAT;LONG
PISA09;V STA ANGELA 09;NORDESTE;PI;Eólica;EOL.CV.PI.033013-2.01;-8.59;-41.47
PISA10;V STA ANGELA 10;NORDESTE;PI;Eólica;EOL.CV.PI.033014-0.01;-8.63;-41.49
PISA11;V STA ANGELA 11;NORDESTE;PI;Eólica;EOL.CV.PI.033015-9.01;-8.66;-41.50
PISA14;V STA ANGELA 14;NORDESTE;PI;Eólica;EOL.CV.PI.033018-3.01;-8.70;-41.51
PISA15;V STA ANGELA 15;NORDESTE;PI;Eólica;EOL.CV.PI.033019-1.01;-8.72;-41.47
PISA17;V STA ANGELA 17;NORDESTE;PI;Eólica;EOL.CV.PI.033021-3.01;-8.71;-41.42
PISA19;V STA ANGELA 19;NORDESTE;PI;Eólica;EOL.CV.PI.033023-0.01;-8.74;-41.47
PISA20;V STA ANGELA 20;NORDESTE;PI;Eólica;EOL.CV.PI.033024-8.01;-8.78;-41.45
PISA21;V STA ANGELA 21;NORDESTE;PI;Eólica;EOL.CV.PI.033025-6.01;-8.80;-41.46
BAES17;V STA ESPERANCA 17;NORDESTE;BA;Eólica;EOL.CV.BA.034509-1.01;-11.50;-41.29
RNEVA2;Ventos Vila Acre II;NORDESTE;RN;Eólica;EOL.CV.RN.033753-6.01;-5.04;-37.02
RNECE1;VENTOS VILA CEARA I;NORDESTE;RN;Eólica;EOL.CV.RN.036974-8.01;-5.13;-37.04
RNECE2;VENTOS VILA CEARA II;NORDESTE;RN;Eólica;EOL.CV.RN.036976-4.01;-5.11;-37.04
BAEDF8;ZEUS II;NORDESTE;BA;Eólica;EOL.CV.BA.035266-7.01;-9.96;-40.88
BASJ01;SAO JANUARIO 01;NORDESTE;BA;Eólica;EOL.CV.BA.033508-8.01;-10.32;-40.43
BASJ04;SAO JANUARIO 04;NORDESTE;BA;Eólica;EOL.CV.BA.032641-0.01;-10.38;-40.45
BASJ13;SAO JANUARIO 13;NORDESTE;BA;Eólica;EOL.CV.BA.033532-0.01;-10.34;-40.44
BASJ14;SAO JANUARIO 14;NORDESTE;BA;Eólica;EOL.CV.BA.033533-9.01;-10.36;-40.44
BAEURI;EOL UMBURANAS 9;NORDESTE;BA;Eólica;EOL.CV.BA.031743-8.01;-10.72;-41.60
BAEURF;EOL UMBURANAS 6;NORDESTE;BA;Eólica;EOL.CV.BA.031796-9.01;-10.66;-41.54
BAEURA;EOL UMBURANAS 1;NORDESTE;BA;Eólica;EOL.CV.BA.031738-1.01;-10.68;-41.53
BAEURB;EOL UMBURANAS 2;NORDESTE;BA;Eólica;EOL.CV.BA.031740-3.01;-10.66;-41.51
BAEURJ;EOL UMBURANAS 10;NORDESTE;BA;Eólica;EOL.CV.BA.031742-0.01;-10.71;-41.59
BAEURC;EOL UMBURANAS 03;NORDESTE;BA;Eólica;EOL.CV.BA.031741-1.01;-10.66;-41.52
BAEURE;EOL UMBURANAS 5;NORDESTE;BA;Eólica;EOL.CV.BA.031737-3.01;-10.63;-41.50
BAEUR8;EOL UMBURANAS 8;NORDESTE;BA;Eólica;EOL.CV.BA.031832-9.01;-10.60;-41.50
BAEURK;EOL UMBURANAS 11;NORDESTE;BA;Eólica;EOL.CV.BA.031744-6.01;-10.71;-41.57
BAEURM;EOL UMBURANAS 13;NORDESTE;BA;Eólica;EOL.CV.BA.031752-7.01;-10.67;-41.57
BAEURR;EOL UMBURANAS 18;NORDESTE;BA;Eólica;EOL.CV.BA.031756-0.01;-10.60;-41.53
BAEURO;EOL UMBURANAS 15;NORDESTE;BA;Eólica;EOL.CV.BA.031754-3.01;-10.62;-41.53
BAEURP;EOL UMBURANAS 16;NORDESTE;BA;Eólica;EOL.CV.BA.031755-1.01;-10.59;-41.51
BAEJ22;Ventos de São Jan 22;NORDESTE;BA;Eólica;EOL.CV.BA.037104-1.01;-10.47;-40.52
BAEJ20;VENTOS JANUARIO 20;NORDESTE;BA;Eólica;EOL.CV.BA.037102-5.01;-10.44;-40.46
BAEJ21;VENTOS JANUARIO 21;NORDESTE;BA;Eólica;EOL.CV.BA.037103-3.01;-10.43;-40.51
PISA12;SANTA ANGELA 12;NORDESTE;PI;Eólica;EOL.CV.PI.033016-7.01;-8.76;-41.43
PISA13;SANTA ANGELA 13;NORDESTE;PI;Eólica;EOL.CV.PI.033017-5.01;-8.76;-41.40
PISA18;SANTA ANGELA 18;NORDESTE;PI;Eólica;EOL.CV.PI.033022-1.01;-8.73;-41.39
PISA16;Ventos Santa Ângela;NORDESTE;PI;Eólica;EOL.CV.PI.033020-5.01;-8.73;-41.55
RNERN1;VLRN1;NORDESTE;RN;Eólica;EOL.CV.RN.038141-1.01;-5.16;-37.02
RNEPI1;EOL Vila Piauí I;NORDESTE;RN;Eólica;EOL.CV.RN.036975-6.01;-5.10;-37.10
RNERN2;Vila Rio Grande N 2;NORDESTE;RN;Eólica;EOL.CV.RN.038140-3.01;-5.14;-37.04
RNEVS1;Vila Sergipe 1;NORDESTE;RN;Eólica;EOL.CV.RN.038142-0.01;-5.15;-37.06
RNEPI2;Vila Piauí 2;NORDESTE;RN;Eólica;EOL.CV.RN.036973-0.01;-5.10;-37.08
RNEPI3;Vila Piauí 3;NORDESTE;RN;Eólica;EOL.CV.RN.036979-9.01;-5.10;-37.06
RNEVS2;Vila Sergipe 2;NORDESTE;RN;Eólica;EOL.CV.RN.038143-8.01;-5.16;-37.06
RNEVS3;Vila Sergipe 3;NORDESTE;RN;Eólica;EOL.CV.RN.038144-6.01;-5.18;-37.08
RNEMA1;EOL Potiguar B141 SP;NORDESTE;RN;Eólica;EOL.CV.RN.038325-2.01;-5.07;-36.99
RNECEA;Vila Ceará I;NORDESTE;RN;Eólica;EOL.CV.RN.036980-2.01;-5.10;-37.01
RNEMA2;EOL Potiguar B142 SP;NORDESTE;RN;Eólica;EOL.CV.RN.038326-0.01;-5.05;-36.99
RNEMA3;Vila Maranhão III;NORDESTE;RN;Eólica;EOL.CV.RN.038327-9.01;-5.12;-37.00
RNETS2;EOL Terra Santa II;NORDESTE;RN;Eólica;EOL.CV.RN.032501-5.01;-5.22;-36.10
RNETS1;EOL Terra Santa I;NORDESTE;RN;Eólica;EOL.CV.RN.032495-7.01;-5.25;-36.05
BASJ03;EOL V de S Januário3;NORDESTE;BA;Eólica;EOL.CV.BA.033521-5.01;-10.31;-40.44
CEESR1;EOL SERROTE I;NORDESTE;CE;Eólica;EOL.CV.CE.040878-6.01;-4.53;-37.69
CEESR2;EOL SERROTE II;NORDESTE;CE;Eólica;EOL.CV.CE.040879-4.01;-3.28;-39.33
CEESR4;EOL SERROTE IV;NORDESTE;CE;Eólica;EOL.CV.CE.040881-6.01;-3.30;-39.39
CEESR8;EOL SERROTE VIII;NORDESTE;CE;Eólica;EOL.CV.CE.040885-9.01;-3.33;-39.32
BAEB0E;SERRA DA BABILONIA E;NORDESTE;BA;Eólica;EOL.CV.BA.040611-2.01;-11.14;-41.33
CEESR6;EOL SERROTE VI;NORDESTE;CE;Eólica;EOL.CV.CE.040883-2.01;-3.22;-39.37
CEESR3;EOL SERROTE III;NORDESTE;CE;Eólica;EOL.CV.CE.040880-8.01;-3.30;-39.35
CEESR7;EOL SERROTE VII;NORDESTE;CE;Eólica;EOL.CV.CE.040884-0.01;-3.31;-39.32
BASJ06;EOL Ventos de S Jan6;NORDESTE;BA;Eólica;EOL.CV.BA.033523-1.01;-10.41;-40.46
BASJ05;EOL Ventos de S Jan5;NORDESTE;BA;Eólica;EOL.CV.BA.032644-5.01;-10.28;-40.43
BASJ10;EOL Ventos S Jan 10;NORDESTE;BA;Eólica;EOL.CV.BA.033529-0.01;-5.15;-36.04
BASJ11;SAO JANUARIO 11;NORDESTE;BA;Eólica;EOL.CV.BA.033530-4.01;-10.44;-41.57
BAEB0A;SERRA DA BABILONIA A;NORDESTE;BA;Eólica;EOL.CV.BA.037083-5.01;-11.07;-41.29
BAEB0C;SERRA DA BABILONIA C;NORDESTE;BA;Eólica;EOL.CV.BA.040609-0.01;-3.31;-39.36
BAEB0F;SERRA DA BABILONIA F;NORDESTE;BA;Eólica;EOL.CV.BA.040612-0.01;-6.55;-35.01
RNEMT1;Ex Vila Alagoas III;NORDESTE;RN;Eólica;EOL.CV.RN.036984-5.01;-5.17;-37.10
CEESR5;EOL SERROTE V;NORDESTE;CE;Eólica;EOL.CV.CE.040882-4.01;-3.31;-39.36
RNECDU;COSTA DAS DUNAS;NORDESTE;RN;Eólica;EOL.CV.RN.037959-0.01;-5.23;-35.48
RNEFIB;FIGUEIRA BRANCA;NORDESTE;RN;Eólica;EOL.CV.RN.038002-4.01;-5.24;-35.46
RNEGAM;EOL GAMELEIRA;NORDESTE;RN;Eólica;EOL.CV.RN.038006-7.01;-5.24;-35.45
BAEB13;VENTOS DA BAHIA XIII;NORDESTE;BA;Eólica;EOL.CV.BA.032535-0.01;-12.14;-41.49
BAEB14;VENTOS DA BAHIA XIV;NORDESTE;BA;Eólica;EOL.CV.BA.032536-8.01;-12.05;-41.43
RNEM01;VENTOS DE SANTA MART;NORDESTE;RN;Eólica;EOL.CV.RN.038310-4.01;-5.73;-35.90
RNEM09;VENTOS STA MARTINA09;NORDESTE;RN;Eólica;EOL.CV.RN.038318-0.01;-5.82;-35.92
RNEM10;VENTOS STA MARTINA10;NORDESTE;RN;Eólica;EOL.CV.RN.038319-8.01;-5.85;-35.94
RNEM11;VENTOS STA MARTINA11;NORDESTE;RN;Eólica;EOL.CV.RN.038320-1.01;-5.78;-35.91
RNEM12;VENTOS STA MARTINA12;NORDESTE;RN;Eólica;EOL.CV.RN.038321-0.01;-5.76;-35.89
RNEM13;SANTA MARTINA 13;NORDESTE;RN;Eólica;EOL.CV.RN.038322-8.01;-5.71;-35.89
RNEFTO;FAROL DE TOUROS;NORDESTE;RN;Eólica;EOL.CV.RN.037999-9.01;-5.25;-35.50
RNESF2;SAO FERNANDO 2;NORDESTE;RN;Eólica;EOL.CV.RN.037075-4.01;-5.18;-36.02
RNEM14;SANTA MARTA 14;NORDESTE;RN;Eólica;EOL.CV.RN.038323-6.01;-5.71;-35.88
RNEJ23;SAO JANUARIO 23;NORDESTE;BA;Eólica;EOL.CV.RN.040625-2.01;-5.89;-35.96
BAEIM2;Eólica Inhambú 2;NORDESTE;BA;Eólica;EOL.CV.BA.032487-6.01;-14.45;-42.65
BAETE3;Eólica Teiú 3;NORDESTE;BA;Eólica;EOL.CV.BA.037093-2.01;-14.40;-42.64
BAECO2;Eólica Corrupião 2;NORDESTE;BA;Eólica;EOL.CV.BA.037019-3.01;-14.41;-42.64
BAEARZ;Eólica Ararinha Azul;NORDESTE;BA;Eólica;EOL.CV.BA.037001-0.01;-14.41;-42.64
PIEQN1;AURA QUEIMADA NOVA 1;NORDESTE;PI;Eólica;EOL.CV.PI.032863-4.01;-8.68;-41.58
PIEQN2;AURA QUEIMADA NOVA 2;NORDESTE;PI;Eólica;EOL.CV.PI.040567-1.01;-8.62;-41.59
BAEUMC;UMBURANA DE CHEIRO;NORDESTE;BA;Eólica;EOL.CV.BA.035233-0.01;-9.83;-41.04
RNESF1;São Fernando 1;NORDESTE;RN;Eólica;EOL.CV.RN.037073-8.01;-5.17;-36.01
BAESEV;SERRA DO VENTO;NORDESTE;BA;Eólica;EOL.CV.BA.035229-2.01;-9.81;-41.03
BAESEF;SERRA DO FOGO;NORDESTE;BA;Eólica;EOL.CV.BA.035222-5.01;-9.80;-41.02
BAECNA;EOL Casa Nova A;NORDESTE;BA;Eólica;EOL.CV.BA.037209-9.01;-9.26;-41.01
BAEC09;EOL Campo Largo IX;NORDESTE;BA;Eólica;EOL.CV.BA.034631-4.01;-10.46;-41.39
BAEC14;EOL Campo Largo XIV;NORDESTE;BA;Eólica;EOL.CV.BA.034634-9.01;-10.44;-41.50
RNEP31;EOL Potiguar B31;NORDESTE;RN;Eólica;EOL.CV.RN.040600-7.01;-5.26;-37.11
BAEC10;EOL Campo Largo X;NORDESTE;BA;Eólica;EOL.CV.BA.034630-6.01;-10.50;-41.48
RNEP32;EOL POTIGUAR B32;NORDESTE;RN;Eólica;EOL.CV.RN.040601-5.01;-5.18;-36.98
RNEP33;EOL Potiguar B33 SPE;NORDESTE;RN;Eólica;EOL.CV.RN.040602-3.01;-5.26;-37.15
BAEC11;EOL Campo Largo XI;NORDESTE;BA;Eólica;EOL.CV.BA.034625-0.01;-10.40;-41.44
BAEC17;EOL Campo Largo XVII;NORDESTE;BA;Eólica;EOL.CV.BA.034638-1.01;-10.46;-41.51
BAEC19;EOL Campo Largo XIX;NORDESTE;BA;Eólica;EOL.CV.BA.034645-4.01;-10.44;-41.57
BAEC20;EOL Campo Largo XX;NORDESTE;BA;Eólica;EOL.CV.BA.034647-0.01;-10.48;-41.57
RNESF3;EOL São Fernando 3;NORDESTE;RN;Eólica;EOL.CV.RN.037076-2.01;-5.15;-36.04
RNESF4;São Fernando 4;NORDESTE;RN;Eólica;EOL.CV.RN.037077-0.01;-5.12;-36.01
BAEC08;EOL Campo Largo VIII;NORDESTE;BA;Eólica;EOL.CV.BA.034614-4.01;-10.46;-41.39
BAEB0D;SERRA DA BABILÔNIA D;NORDESTE;BA;Eólica;EOL.CV.BA.040610-4.01;-11.14;-41.33
BAEB0B;SERRA DA BABILÔNIA B;NORDESTE;BA;Eólica;EOL.CV.BA.040608-2.01;-11.12;-41.32
RNEEP1;EOL Vl Espírito St I;NORDESTE;RN;Eólica;EOL.CV.RN.040594-9.01;-5.18;-37.11
RNEEP5;Vl Espírit St 947208;NORDESTE;RN;Eólica;EOL.CV.RN.040598-1.01;-5.23;-37.13
BAEC22;EOL Campo Largo XXII;NORDESTE;BA;Eólica;EOL.CV.BA.034648-9.01;-10.50;-41.61
PBCN3 ;EOL Canoas 3;NORDESTE;PB;Eólica;EOL.CV.PB.037952-2.01;-6.87;-36.75
BAEC13;EOL Campo Largo XIII;NORDESTE;BA;Eólica;EOL.CV.BA.034622-5.01;-10.40;-41.49
PBVA1 ;EOL Ventos de Arapuá;NORDESTE;PB;Eólica;EOL.CV.PB.035240-3.01;-7.04;-36.95
PBVA2 ;EOL Ventos Arapuá 2;NORDESTE;PB;Eólica;EOL.CV.PB.035241-1.01;-7.02;-36.96
PBVA3 ;EOL Vento de Arapuá3;NORDESTE;PB;Eólica;EOL.CV.PB.035242-0.01;-7.05;-36.96
PBCH5 ;EOL Chafariz 5;NORDESTE;PB;Eólica;EOL.CV.PB.034646-2.01;-7.00;-36.91
PBCH4 ;EOL Chafariz 4;NORDESTE;PB;Eólica;EOL.CV.PB.034644-6.01;-7.03;-36.93
RNTEB1;Toda Energia do Bras;NORDESTE;RN;Eólica;EOL.CV.RN.046742-1.01;-5.09;-37.10
RNECM1;EGP CUMARU 01;NORDESTE;RN;Eólica;EOL.CV.RN.032207-5.01;-5.15;-35.76
RNECM5;Cumaru 05;NORDESTE;RN;Eólica;EOL.CV.RN.037021-5.01;-5.14;-35.79
BAEC12;EOL Campo Largo XII;NORDESTE;BA;Eólica;EOL.CV.BA.034623-3.01;-10.40;-41.44
RNECM3;EGP Cumaru 3;NORDESTE;RN;Eólica;EOL.CV.RN.032209-1.01;-5.13;-35.80
RNECM2;EGP CUMARU 02;NORDESTE;RN;Eólica;EOL.CV.RN.032208-3.01;-5.18;-35.78
RNECM4;Enel G Power Cum 04;NORDESTE;RN;Eólica;EOL.CV.RN.037020-7.01;-5.16;-35.78
BAES26;Ventos Santa E 26;NORDESTE;BA;Eólica;EOL.CV.BA.034514-8.01;-11.53;-41.32
BAES21;Ventos de Sta Espe21;NORDESTE;BA;Eólica;EOL.CV.BA.034511-3.01;-11.55;-41.28
BAES22;Ventos de Sta Espe22;NORDESTE;BA;Eólica;EOL.CV.BA.034512-1.01;-11.52;-41.27
BAES25;Ventos de Sta Espe25;NORDESTE;BA;Eólica;EOL.CV.BA.034513-0.01;-11.59;-41.33
CEESM1;EOL Serra do Mato I;NORDESTE;CE;Eólica;EOL.CV.CE.032375-6.01;-3.27;-39.39
CEESM2;EOL Serra do MatoII;NORDESTE;CE;Eólica;EOL.CV.CE.032376-4.01;-3.27;-39.35
CEESM4;EOL Serra do Mato IV;NORDESTE;CE;Eólica;EOL.CV.CE.032378-0.01;-3.22;-39.39
CEESM3;EOL Serra do MatoIII;NORDESTE;CE;Eólica;EOL.CV.CE.032377-2.01;-3.26;-39.34
CEESM5;EOL Serra do Mato V;NORDESTE;CE;Eólica;EOL.CV.CE.032453-1.01;-3.23;-39.40
CEESM6;EOL Serra do Mato VI;NORDESTE;CE;Eólica;EOL.CV.CE.032379-9.01;-3.24;-39.40
PEETA2;EGP Fonte d Ventos 3;NORDESTE;PE;Eólica;EOL.CV.PE.044554-1.01;-9.01;-38.07
PEEPF2;EGP Fontes Ventos 2;NORDESTE;PE;Eólica;EOL.CV.PE.044553-3.01;-9.03;-38.09
RSCH02;CHUI II;SUL;RS;Eólica;EOL.CV.RS.030790-4.01;-33.66;-53.40
RSEIN2;INDIOS 2;SUL;RS;Eólica;EOL.CV.RS.030734-3.01;-30.00;-50.33
RSCSE4;CORREDOR SENANDES IV;SUL;RS;Eólica;EOL.CV.RS.030840-4.01;-32.37;-52.34
RSCSE3;CORREDOR SENANDES 3;SUL;RS;Eólica;EOL.CV.RS.030819-6.01;-32.41;-52.36
RSCSE2;CORREDOR SENANDES 2;SUL;RS;Eólica;EOL.CV.RS.030842-0.01;-32.39;-52.33
RSVAR1;VENTO ARAGANO I;SUL;RS;Eólica;EOL.CV.RS.030833-1.01;-32.42;-52.37
RSUEXG;XANGRI-LA;SUL;RS;Eólica;EOL.CV.RS.031302-5.01;-29.78;-50.07
SCTUBA;TUBARÃO P&D;SUL;SC;Eólica;EOL.CV.SC.032016-1.01;-28.48;-49.03
RSCH09;CHUI IX;SUL;RS;Eólica;EOL.CV.RS.031517-6.01;-33.69;-53.38
RSVC24;VERACE 24;SUL;RS;Eólica;EOL.CV.RS.031561-3.01;-33.64;-53.31
RSVC25;VERACE 25;SUL;RS;Eólica;EOL.CV.RS.031541-9.01;-33.64;-53.33
RSVC26;VERACE 26;SUL;RS;Eólica;EOL.CV.RS.031559-1.01;-33.65;-53.30
RSVC27;VERACE 27;SUL;RS;Eólica;EOL.CV.RS.031600-8.01;-33.65;-53.32
RSVC28;VERACE 28;SUL;RS;Eólica;EOL.CV.RS.031578-8.01;-33.63;-53.35
RSVC29;VERACE 29;SUL;RS;Eólica;EOL.CV.RS.031557-5.01;-33.62;-53.36
RSVC30;VERACE 30;SUL;RS;Eólica;EOL.CV.RS.031602-4.01;-33.61;-53.34
RSVC31;VERACE 31;SUL;RS;Eólica;EOL.CV.RS.031558-3.01;-33.61;-53.33
RSVC34;VERACE 34;SUL;RS;Eólica;EOL.CV.RS.031601-6.01;-33.56;-53.35
RSVC36;VERACE 36;SUL;RS;Eólica;EOL.CV.RS.031610-5.01;-33.60;-53.37
RSVC35;VERACE 35;SUL;RS;Eólica;EOL.CV.RS.031539-7.01;-33.59;-53.36
RSEGAL;GALPOES;SUL;RS;Eólica;EOL.CV.RS.031477-3.01;-30.88;-55.68
RSECSE;COXILHA SECA;SUL;RS;Eólica;EOL.CV.RS.031487-0.01;-30.89;-55.74
RSECIN;CAPAO DO INGLES;SUL;RS;Eólica;EOL.CV.RS.031510-9.01;-30.92;-55.71
RSEP2A;PONTAL 2A;SUL;RS;Eólica;EOL.CV.RS.031509-5.01;-30.27;-50.78
RSAG07;AURA MANGUEIRA VII;SUL;RS;Eólica;EOL.CV.RS.031805-1.01;-33.18;-52.93
RSAR02;AURA MIRIM II;SUL;RS;Eólica;EOL.CV.RS.031806-0.01;-33.14;-52.91
RSAG11;AURA MANGUEIRA XI;SUL;RS;Eólica;EOL.CV.RS.031719-5.01;-33.18;-52.92
RSAG15;AURA MANGUEIRA XV;SUL;RS;Eólica;EOL.CV.RS.031647-4.01;-33.16;-52.89
RSAR04;EOL AURA MIRIM IV;SUL;RS;Eólica;EOL.CV.RS.031663-6.01;-33.21;-52.93
RSAG13;EOL AURA MANG 13;SUL;RS;Eólica;EOL.CV.RS.031646-6.01;-33.12;-52.90
RSAR08;AURA MIRIM VIII;SUL;RS;Eólica;EOL.CV.RS.031699-7.01;-33.09;-52.90
RSAG12;EOL AURA MANGUEIRA12;SUL;RS;Eólica;EOL.CV.RS.031653-9.01;-33.10;-52.88
RSAR06;EOL AURA MIRIM VI;SUL;RS;Eólica;EOL.CV.RS.031701-2.01;-33.10;-52.86
RSAG17;EOL AURA MANG 17;SUL;RS;Eólica;EOL.CV.RS.031705-5.01;-33.10;-52.84
RSAG06;AURA MANGUEIRA 6;SUL;RS;Eólica;EOL.CV.RS.031696-2.01;-33.05;-52.86
RSAG04;AURA MANGUEIRA 4;SUL;RS;Eólica;EOL.CV.RS.031700-4.01;-33.07;-52.86
