ceg,data_inicio_operacao,capacidade_instalada,id,codigo,nome,subsistema,latitude,longitude,coordenadas_aproximadas
EOL.CV.PB.029092-0.01,2017-01-01,4.5,430,PBMATA,MATARACA,NE,-6.58,-34.97,FALSE
EOL.CV.PB.033663-7.01,2017-09-01,31.5,432,PBCANO,CANOAS,NE,-6.88,-36.76,FALSE
EOL.CV.PB.033664-5.01,2017-10-01,31.5,433,PBLAGA,LAGOA 1,NE,-6.87,-36.81,FALSE
EOL.CV.PB.033665-3.01,2017-09-01,31.5,434,PBLAGO,LAGOA 2,NE,-6.84,-36.79,FALSE
EOL.CV.PB.034639-0.01,2021-08-01,34.65,435,PBCH1,CHAFARIZ 1,NE,-6.97,-36.87,FALSE
EOL.CV.PB.034640-3.01,2021-09-01,34.65,436,PBCH2,CHAFARIZ 2,NE,-6.99,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-09-01,13.86,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-11-01,-13.86,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-11-01,17.325,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-12-01,-17.325,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034642-0.01,2021-12-01,27.72,437,PBCH3,CHAFARIZ 3,NE,-7,-36.89,FALSE
EOL.CV.PB.034644-6.01,2021-10-01,17.325,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-11-01,-17.325,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-11-01,27.72,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-12-01,-27.72,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034644-6.01,2021-12-01,34.65,438,PBCH4,CHAFARIZ 4,NE,-7.03,-36.93,FALSE
EOL.CV.PB.034646-2.01,2021-09-01,27.72,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.034646-2.01,2021-12-01,-27.72,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.034646-2.01,2021-12-01,34.65,439,PBCH5,CHAFARIZ 5,NE,-7,-36.91,FALSE
EOL.CV.PB.035181-4.01,2021-12-01,34.65,440,PBCN2,CANOAS 2,NE,-6.88,-36.79,FALSE
EOL.CV.PB.035184-9.01,2021-08-01,31.185,441,PBCH6,CHAFARIZ 6,NE,-6.97,-36.85,FALSE
EOL.CV.PB.035240-3.01,2021-11-01,24.255,445,PBVA1,VENTOS DE ARAPUA 1,NE,-7.04,-36.95,FALSE
EOL.CV.PB.035241-1.01,2021-11-01,34.65,446,PBVA2,VENTOS DE ARAPUA 2,NE,-7.02,-36.96,FALSE
EOL.CV.PB.035242-0.01,2021-11-01,13.86,447,PBVA3,VENTOS DE ARAPUA 3,NE,-7.05,-36.96,FALSE
EOL.CV.PB.037952-2.01,2021-12-01,10.395,448,PBCN3,CANOAS 3,NE,-6.87,-36.75,FALSE
EOL.CV.PB.037953-0.01,2021-12-01,27.72,449,PBCN4,CANOAS 4,NE,-6.84,-36.73,FALSE
EOL.CV.PB.037958-1.01,2021-07-01,34.65,450,PBCH7,CHAFARIZ 7,NE,-6.92,-36.86,FALSE
EOL.CV.PB.038030-0.01,2021-12-01,20.79,452,PBLG4,LAGOA 4,NE,-6.88,-36.84,FALSE
EOL.CV.PE.028481-5.01,2017-01-01,4.25,456,PEPIRA,PIRAUA,NE,-7.49,-35.49,FALSE
EOL.CV.PE.029011-4.01,2017-01-01,4.25,457,PEXAVA,XAVANTE,NE,-8.17,-35.38,FALSE
EOL.CV.PE.029015-7.01,2017-01-01,4.25,458,PEMAND,MANDACARU,NE,-8.27,-35.59,FALSE
EOL.CV.PE.029015-7.01,2017-05-01,-4.25,458,PEMAND,MANDACARU,NE,-8.27,-35.59,FALSE
EOL.CV.PE.029015-7.01,2017-05-01,4.95,458,PEMAND,MANDACARU,NE,-8.27,-35.59,FALSE
EOL.CV.PE.029019-0.01,2017-01-01,4.25,459,PESNTM,SANTA MARIA,NE,-8.29,-35.59,FALSE
EOL.CV.PE.029020-3.01,2017-01-01,4.25,460,PEGRVT,GRAVATA FRUITRADE,NE,-8.26,-35.59,FALSE
EOL.CV.PE.030789-0.01,2017-01-01,18.8,461,PEUETA,Tacaicó,NE,-9.02,-38.06,FALSE
EOL.CV.PE.030805-6.01,2017-01-01,30.55,462,PEUEPF,Pau Ferro,NE,-9.06,-38.12,FALSE
EOL.CV.PE.030806-4.01,2017-01-01,30.55,463,PEUEPG,Pedra do Gerônimo,NE,-9.07,-38.14,FALSE
EOL.CV.PE.031346-7.01,2017-01-01,28.9,465,PEEBR5,Ventos de Santa Brígida V,NE,-8.85,-36.73,FALSE
EOL.CV.PE.031353-0.01,2017-01-01,28.9,466,PEEBR6,Ventos de Santa Brígida VI,NE,-8.87,-36.75,FALSE
EOL.CV.PE.031354-8.01,2017-01-01,28.9,467,PEEBR3,Ventos de Santa Brígida III,NE,-8.85,-36.77,FALSE
EOL.CV.PE.031363-7.01,2017-01-01,27.2,468,PEEBR2,Ventos de Santa Brígida II,NE,-8.8,-36.73,FALSE
EOL.CV.PE.031365-3.01,2017-01-01,13.6,469,PEEBR1,Ventos de Santa Brígida I,NE,-8.81,-36.75,FALSE
EOL.CV.PE.031370-0.01,2017-01-01,27.2,470,PEEBR4,Ventos de Santa Brígida IV,NE,-8.83,-36.76,FALSE
EOL.CV.PE.031422-6.01,2017-01-01,27.2,471,PEEBR7,Ventos de Santa Brígida VII,NE,-8.8,-36.76,FALSE
EOL.CV.PE.031537-0.01,2017-01-01,23.92,472,PEESV1,Serra das Vacas I,NE,-8.93,-36.74,FALSE
EOL.CV.PE.031540-0.01,2017-01-01,22.295,473,PEESV2,Serra das Vacas II,NE,-8.9,-36.73,FALSE
EOL.CV.PE.031560-5.01,2017-01-01,22.235,474,PEESV3,Serra das Vacas III,NE,-8.9,-36.76,FALSE
EOL.CV.PE.031574-5.01,2017-01-01,22.295,475,PEESV4,Serra das Vacas IV,NE,-8.91,-36.73,FALSE
EOL.CV.PE.031761-6.01,2017-06-01,25.3,488,PIEES1,Ventos de Santo Estevão I,NE,-7.74,-40.67,FALSE
EOL.CV.PE.031762-4.01,2017-05-01,20.7,489,PIEES2,Ventos de Santo Estevão II,NE,-7.75,-40.63,FALSE
EOL.CV.PE.031762-4.01,2017-06-01,-20.7,489,PIEES2,Ventos de Santo Estevão II,NE,-7.75,-40.63,FALSE
EOL.CV.PE.031762-4.01,2017-06-01,25.3,489,PIEES2,Ventos de Santo Estevão II,NE,-7.75,-40.63,FALSE
EOL.CV.PE.031763-2.01,2017-01-01,29.9,490,PIEES3,Ventos de Santo Estevão III,NE,-7.73,-40.64,FALSE
EOL.CV.PE.031764-0.01,2017-01-01,23,491,PIEES5,Ventos de Santo Estevão V,NE,-7.76,-40.67,FALSE
EOL.CV.PE.031764-0.01,2017-02-01,-23,491,PIEES5,Ventos de Santo Estevão V,NE,-7.76,-40.67,FALSE
EOL.CV.PE.031764-0.01,2017-02-01,27.6,491,PIEES5,Ventos de Santo Estevão V,NE,-7.76,-40.67,FALSE
EOL.CV.PE.031818-3.01,2017-01-01,29.155,476,PEECL1,Ventos de Sao Clemente I,NE,-8.73,-36.7,FALSE
EOL.CV.PE.031818-3.01,2020-05-01,-29.155,476,PEECL1,Ventos de Sao Clemente I,NE,-8.73,-36.7,FALSE
EOL.CV.PE.031818-3.01,2020-05-01,31.365,476,PEECL1,Ventos de Sao Clemente I,NE,-8.73,-36.7,FALSE
EOL.CV.PE.031819-1.01,2017-01-01,29.155,477,PEECL2,Ventos de Sao Clemente II,NE,-8.71,-36.73,FALSE
EOL.CV.PE.031819-1.01,2020-05-01,-29.155,477,PEECL2,Ventos de Sao Clemente II,NE,-8.71,-36.73,FALSE
EOL.CV.PE.031819-1.01,2020-05-01,31.365,477,PEECL2,Ventos de Sao Clemente II,NE,-8.71,-36.73,FALSE
EOL.CV.PE.031820-5.01,2017-01-01,29.155,478,PEECL3,Ventos de Sao Clemente III,NE,-8.71,-36.72,FALSE
EOL.CV.PE.031820-5.01,2020-05-01,-29.155,478,PEECL3,Ventos de Sao Clemente III,NE,-8.71,-36.72,FALSE
EOL.CV.PE.031820-5.01,2020-05-01,31.365,478,PEECL3,Ventos de Sao Clemente III,NE,-8.71,-36.72,FALSE
EOL.CV.PE.031821-3.01,2017-01-01,29.155,479,PEECL4,Ventos de Sao Clemente IV,NE,-8.7,-36.76,FALSE
EOL.CV.PE.031821-3.01,2020-05-01,-29.155,479,PEECL4,Ventos de Sao Clemente IV,NE,-8.7,-36.76,FALSE
EOL.CV.PE.031821-3.01,2020-05-01,31.365,479,PEECL4,Ventos de Sao Clemente IV,NE,-8.7,-36.76,FALSE
EOL.CV.PE.031822-1.01,2017-01-01,29.155,480,PEECL5,Ventos de Sao Clemente V,NE,-8.78,-36.76,FALSE
EOL.CV.PE.031822-1.01,2020-05-01,-29.155,480,PEECL5,Ventos de Sao Clemente V,NE,-8.78,-36.76,FALSE
EOL.CV.PE.031822-1.01,2020-05-01,31.365,480,PEECL5,Ventos de Sao Clemente V,NE,-8.78,-36.76,FALSE
EOL.CV.PE.031823-0.01,2017-01-01,25.725,481,PEECL6,Ventos de Sao Clemente VI,NE,-8.76,-36.71,FALSE
EOL.CV.PE.031823-0.01,2020-05-01,-25.725,481,PEECL6,Ventos de Sao Clemente VI,NE,-8.76,-36.71,FALSE
EOL.CV.PE.031823-0.01,2020-05-01,27.675,481,PEECL6,Ventos de Sao Clemente VI,NE,-8.76,-36.71,FALSE
EOL.CV.PE.031823-0.01,2020-11-01,-27.675,481,PEECL6,Ventos de Sao Clemente VI,NE,-8.76,-36.71,FALSE
EOL.CV.PE.031823-0.01,2020-11-01,25.83,481,PEECL6,Ventos de Sao Clemente VI,NE,-8.76,-36.71,FALSE
EOL.CV.PE.031824-8.01,2017-01-01,24.01,482,PEECL7,Ventos de Sao Clemente VII,NE,-8.75,-36.73,FALSE
EOL.CV.PE.031824-8.01,2020-05-01,-24.01,482,PEECL7,Ventos de Sao Clemente VII,NE,-8.75,-36.73,FALSE
EOL.CV.PE.031824-8.01,2020-05-01,25.83,482,PEECL7,Ventos de Sao Clemente VII,NE,-8.75,-36.73,FALSE
EOL.CV.PE.031825-6.01,2017-01-01,20.58,483,PEECL8,Ventos de Sao Clemente VIII,NE,-8.7,-36.78,FALSE
EOL.CV.PE.031825-6.01,2020-05-01,-20.58,483,PEECL8,Ventos de Sao Clemente VIII,NE,-8.7,-36.78,FALSE
EOL.CV.PE.031825-6.01,2020-05-01,22.14,483,PEECL8,Ventos de Sao Clemente VIII,NE,-8.7,-36.78,FALSE
EOL.CV.PE.032360-8.01,2017-12-01,25.3,484,PEESV5,Serra das Vacas V,NE,-8.91,-36.76,FALSE
EOL.CV.PE.032361-6.01,2017-12-01,25.3,485,PEESV6,Serra das Vacas VII,NE,-8.92,-36.78,FALSE
EOL.CV.PE.032365-9.01,2017-10-01,29.9,492,PIEES4,Ventos de Santo Estevão IV,NE,-7.79,-40.63,FALSE
EOL.CV.PE.044553-3.01,2021-12-01,49.5,486,PEEPF2,PAU FERRO II,NE,-9.03,-38.09,FALSE
EOL.CV.PE.044554-1.01,2021-12-01,49.5,487,PEETA2,TACAICO II,NE,-9.01,-38.07,FALSE
EOL.CV.PI.028731-8.01,2017-01-01,18,495,PIPSAL,PEDRA DO SAL,NE,-2.82,-41.7,FALSE
EOL.CV.PI.030639-8.01,2017-01-01,30.8,496,PIPORD,PORTO DO DELTA,NE,-2.84,-41.69,FALSE
EOL.CV.PI.030827-7.01,2017-01-01,20,497,PIPORT,PORTO DAS BARCAS,NE,-2.82,-41.74,FALSE
EOL.CV.PI.030830-7.01,2017-01-01,20,498,PIPORO,PORTO SALGADO,NE,-2.83,-41.72,FALSE
EOL.CV.PI.030838-2.01,2017-01-01,30,499,PIDELT,DELTA DO PARNAIBA,NE,-2.83,-41.7,FALSE
EOL.CV.PI.031270-3.01,2017-06-01,13.5,500,PIESED,Ventos de Santa Edwiges,NE,-7.31,-40.56,FALSE
EOL.CV.PI.031270-3.01,2017-09-01,-13.5,500,PIESED,Ventos de Santa Edwiges,NE,-7.31,-40.56,FALSE
EOL.CV.PI.031270-3.01,2017-09-01,29.7,500,PIESED,Ventos de Santa Edwiges,NE,-7.31,-40.56,FALSE
EOL.CV.PI.031271-1.01,2017-08-01,10.8,501,PIESAD,Ventos de Santo Adriano,NE,-7.34,-40.56,FALSE
EOL.CV.PI.031272-0.01,2017-07-01,5.4,502,PIESAL,Ventos de Santo Albano,NE,-7.36,-40.58,FALSE
EOL.CV.PI.031272-0.01,2017-08-01,-5.4,502,PIESAL,Ventos de Santo Albano,NE,-7.36,-40.58,FALSE
EOL.CV.PI.031272-0.01,2017-08-01,29.7,502,PIESAL,Ventos de Santo Albano,NE,-7.36,-40.58,FALSE
EOL.CV.PI.031273-8.01,2017-07-01,13.5,503,PIESFA,Ventos de Santa Fátima,NE,-7.34,-40.57,FALSE
EOL.CV.PI.031273-8.01,2017-08-01,-13.5,503,PIESFA,Ventos de Santa Fátima,NE,-7.34,-40.57,FALSE
EOL.CV.PI.031273-8.01,2017-08-01,29.7,503,PIESFA,Ventos de Santa Fátima,NE,-7.34,-40.57,FALSE
EOL.CV.PI.031274-6.01,2017-05-01,29.7,504,PIESBA,Ventos de Santa Barbara,NE,-7.3,-40.54,FALSE
EOL.CV.PI.031275-4.01,2017-01-01,29.7,505,PIESAN,Ventos de Santa Angelina,NE,-7.3,-40.53,FALSE
EOL.CV.PI.031276-2.01,2017-07-01,16.2,506,PIESRE,Ventos de Santa Regina,NE,-7.33,-40.59,FALSE
EOL.CV.PI.031276-2.01,2017-08-01,-16.2,506,PIESRE,Ventos de Santa Regina,NE,-7.33,-40.59,FALSE
EOL.CV.PI.031276-2.01,2017-08-01,29.7,506,PIESRE,Ventos de Santa Regina,NE,-7.33,-40.59,FALSE
EOL.CV.PI.031361-0.01,2017-01-01,30,507,PIEJ02,Ventos de Santa Joana II,NE,-7.57,-40.7,FALSE
EOL.CV.PI.031362-9.01,2017-01-01,30,508,PIEO02,Ventos de Santo Onofre II,NE,-7.59,-40.73,FALSE
EOL.CV.PI.031364-5.01,2017-01-01,30,509,PIEO01,Ventos de Santo Onofre I,NE,-7.55,-40.73,FALSE
EOL.CV.PI.031366-1.01,2017-01-01,30,510,PIEJ08,Ventos de Santa Joana VIII,NE,-7.6,-40.73,FALSE
EOL.CV.PI.031367-0.01,2017-01-01,30,511,PIEJ06,Ventos de Santa Joana VI,NE,-7.53,-40.74,FALSE
EOL.CV.PI.031368-8.01,2017-01-01,30,512,PIEJ15,Ventos de Santa Joana XIV,NE,-7.51,-40.73,FALSE
EOL.CV.PI.031388-2.01,2017-01-01,29.6,513,PIEJ11,Ventos de Santa Joana XI,NE,-7.48,-40.8,FALSE
EOL.CV.PI.031392-0.01,2017-01-01,28.9,514,PIEJ16,Ventos de Santa Joana XVI,NE,-7.46,-40.72,FALSE
EOL.CV.PI.031393-9.01,2017-01-01,29.6,515,PIEJ10,Ventos de Santa Joana X,NE,-7.44,-40.71,FALSE
EOL.CV.PI.031394-7.01,2017-01-01,29.6,516,PIEJ13,Ventos de Santa Joana XIII,NE,-7.41,-40.71,FALSE
EOL.CV.PI.031414-5.01,2017-01-01,28.9,517,PIEJ12,Ventos de Santa Joana XII,NE,-7.49,-40.75,FALSE
EOL.CV.PI.031416-1.01,2017-01-01,28.9,518,PIEJ14,Ventos de Santa Joana XV,NE,-7.48,-40.77,FALSE
EOL.CV.PI.031417-0.01,2017-01-01,29.6,519,PIEJ9,Ventos de Santa Joana IX,NE,-7.45,-40.74,FALSE
EOL.CV.PI.031520-6.01,2017-01-01,27.2,520,PIEJ04,Ventos de Santa Joana IV,NE,-7.45,-40.69,FALSE
EOL.CV.PI.031538-9.01,2017-01-01,28.9,521,PIEJ05,Ventos de Santa Joana V,NE,-7.37,-40.67,FALSE
EOL.CV.PI.031580-0.01,2017-01-01,29.6,522,PIEJ03,Ventos de Santa Joana III,NE,-7.44,-40.75,FALSE
EOL.CV.PI.031581-8.01,2017-01-01,28.9,523,PIEJ01,Ventos de Santa Joana I,NE,-7.42,-40.67,FALSE
EOL.CV.PI.031597-4.01,2017-01-01,28.9,524,PIEJ07,Ventos de Santa Joana VII,NE,-7.41,-40.67,FALSE
EOL.CV.PI.031603-2.01,2017-01-01,28.9,525,PIEAU4,Ventos de Santo Augusto IV,NE,-7.37,-40.71,FALSE
EOL.CV.PI.031661-0.01,2017-01-01,29.6,526,PIEAU5,Ventos de Santo Augusto V,NE,-7.41,-40.7,FALSE
EOL.CV.PI.031662-8.01,2017-01-01,29.6,527,PIEAU3,Ventos de Santo Augusto III,NE,-7.37,-40.71,FALSE
EOL.CV.PI.031666-0.01,2017-01-01,22,528,PITEST,TESTA BRANCA I,NE,-2.81,-41.78,FALSE
EOL.CV.PI.031746-2.02,2017-02-01,18.4,529,PIEAU1,Ventos de Santo Augusto I,NE,-7.74,-40.68,FALSE
EOL.CV.PI.031747-0.02,2017-01-01,27.6,530,PIEAU2,Ventos de Santo Augusto II,NE,-7.77,-40.68,FALSE
EOL.CV.PI.031749-7.01,2017-03-01,18.4,531,PIEAU7,Ventos de Santo Augusto VII,NE,-7.73,-40.68,FALSE
EOL.CV.PI.031766-7.01,2017-03-01,29.9,532,PIEAU6,Ventos de Santo Augusto VI,NE,-7.71,-40.68,FALSE
EOL.CV.PI.031767-5.01,2017-01-01,18.4,533,PIEAU8,Ventos de Santo Augusto VIII,NE,-7.77,-40.68,FALSE
EOL.CV.PI.031886-8.02,2017-01-01,30,534,PIEO03,Ventos de Santo Onofre III,NE,-7.56,-40.73,FALSE
EOL.CV.PI.032366-7.01,2017-06-01,27.6,535,PIEO04,Ventos de Santo Onofre IV,NE,-7.6,-40.68,FALSE
EOL.CV.PI.032367-5.01,2017-08-01,29.9,536,PIEVI1,Ventos de São Virgílio 1,NE,-7.74,-40.72,FALSE
EOL.CV.PI.032368-3.01,2017-09-01,19.8,537,PIEVI3,Ventos de São Virgílio 3,NE,-7.8,-40.71,FALSE
EOL.CV.PI.032863-4.01,2021-12-01,32.2,538,PIEQN1,AURA QUEIMADA NOVA 01,NE,-8.68,-41.58,FALSE
EOL.CV.PI.033005-1.01,2020-11-01,31.5,539,PIVSA1,VENTOS DE SANTA ANGELA 01,NE,-8.51,-41.55,FALSE
EOL.CV.PI.033006-0.01,2020-11-01,31.5,540,PISA02,VENTOS DE SANTA ANGELA 02,NE,-8.54,-41.57,FALSE
EOL.CV.PI.033007-8.01,2020-11-01,31.5,541,PISA03,VENTOS DE SANTA ANGELA 03,NE,-8.57,-41.57,FALSE
EOL.CV.PI.033008-6.01,2020-11-01,31.5,542,PISA04,VENTOS DE SANTA ANGELA 04,NE,-8.6,-41.59,FALSE
EOL.CV.PI.033009-4.01,2020-12-01,31.5,543,PISA05,VENTOS DE SANTA ANGELA 05,NE,-8.46,-41.44,FALSE
EOL.CV.PI.033010-8.01,2020-12-01,31.5,544,PISA06,VENTOS DE SANTA ANGELA 06,NE,-8.48,-41.45,FALSE
EOL.CV.PI.033011-6.01,2020-12-01,25.2,545,PISA07,VENTOS DE SANTA ANGELA 07,NE,-8.53,-41.48,FALSE
EOL.CV.PI.033012-4.01,2020-12-01,31.5,546,PISA08,VENTOS DE SANTA ANGELA 08,NE,-8.56,-41.49,FALSE
EOL.CV.PI.033013-2.01,2020-12-01,44.1,547,PISA09,VENTOS DE SANTA ANGELA 09,NE,-8.59,-41.47,FALSE
EOL.CV.PI.033014-0.01,2020-12-01,40.95,548,PISA10,VENTOS DE SANTA ANGELA 10,NE,-8.63,-41.49,FALSE
EOL.CV.PI.033015-9.01,2020-12-01,44.1,549,PISA11,VENTOS DE SANTA ANGELA 11,NE,-8.66,-41.5,FALSE
EOL.CV.PI.033016-7.01,2021-03-01,30,550,PISA12,VENTOS DE SANTA ANGELA 12,NE,-8.76,-41.43,FALSE
EOL.CV.PI.033017-5.01,2021-03-01,28.35,551,PISA13,VENTOS DE SANTA ANGELA 13,NE,-8.76,-41.4,FALSE
EOL.CV.PI.033018-3.01,2020-12-01,42.6,552,PISA14,VENTOS DE SANTA ANGELA 14,NE,-8.7,-41.51,FALSE
EOL.CV.PI.033019-1.01,2021-03-01,43.5,553,PISA15,VENTOS DE SANTA ANGELA 15,NE,-8.72,-41.47,FALSE
EOL.CV.PI.033020-5.01,2021-05-01,31.5,554,PISA16,VENTOS DE SANTA ANGELA 16,NE,-8.73,-41.55,FALSE
EOL.CV.PI.033021-3.01,2021-04-01,47.25,555,PISA17,VENTOS DE SANTA ANGELA 17,NE,-8.71,-41.42,FALSE
EOL.CV.PI.033022-1.01,2021-03-01,31.5,556,PISA18,VENTOS DE SANTA ANGELA 18,NE,-8.73,-41.39,FALSE
EOL.CV.PI.033023-0.01,2021-04-01,30,557,PISA19,VENTOS DE SANTA ANGELA 19,NE,-8.74,-41.47,FALSE
EOL.CV.PI.033024-8.01,2021-02-01,30,558,PISA20,VENTOS DE SANTA ANGELA 20,NE,-8.78,-41.45,FALSE
EOL.CV.PI.033025-6.01,2021-01-01,27,559,PISA21,VENTOS DE SANTA ANGELA 21,NE,-8.8,-41.46,FALSE
EOL.CV.PI.033136-8.01,2017-11-01,29.4,560,PIEV10,Ventos de São Vicente 10,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033138-4.01,2017-08-01,29.4,561,PIEV14,Ventos de São Vicente 14,NE,-7.99,-40.58,FALSE
EOL.CV.PI.033139-2.01,2017-09-01,29.4,562,PIEV13,Ventos de São Vicente 13,NE,-8,-40.61,FALSE
EOL.CV.PI.033140-6.01,2017-08-01,14.7,563,PIEV12,Ventos de São Vicente 12,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033140-6.01,2017-09-01,-14.7,563,PIEV12,Ventos de São Vicente 12,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033140-6.01,2017-09-01,25.2,563,PIEV12,Ventos de São Vicente 12,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033140-6.01,2017-10-01,-25.2,563,PIEV12,Ventos de São Vicente 12,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033140-6.01,2017-10-01,29.4,563,PIEV12,Ventos de São Vicente 12,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033141-4.01,2017-11-01,29.4,564,PIEV11,Ventos de São Vicente 11,NE,-8.02,-40.62,FALSE
EOL.CV.PI.033143-0.01,2017-12-01,29.4,565,PIEV09,Ventos de São Vicente 09,NE,-8.02,-40.66,FALSE
EOL.CV.PI.033144-9.01,2017-10-01,29.4,566,PIEV08,Ventos de São Vicente 08,NE,-8.01,-40.63,FALSE
EOL.CV.PI.033479-0.01,2017-01-01,22,567,PITESA,TESTA BRANCA III,NE,-2.79,-41.79,FALSE
EOL.CV.PI.033618-1.01,2018-11-01,27,568,PIELB7,Aura Lagoa do Barro 07,NE,-8.68,-41.63,FALSE
EOL.CV.PI.033619-0.01,2018-12-01,27,569,PIELB3,Aura Lagoa do Barro 03,NE,-8.61,-41.55,FALSE
EOL.CV.PI.033620-3.01,2018-12-01,27,570,PIELB4,Aura Lagoa do Barro 04,NE,-8.59,-41.54,FALSE
EOL.CV.PI.033621-1.01,2018-10-01,27,571,PIELB1,Aura Lagoa do Barro 01,NE,-8.7,-41.64,FALSE
EOL.CV.PI.033622-0.01,2018-12-01,27,572,PIELB2,Aura Lagoa do Barro 02,NE,-8.65,-41.57,FALSE
EOL.CV.PI.033623-8.01,2018-11-01,24,573,PIELB5,Aura Lagoa do Barro 05,NE,-8.59,-41.54,FALSE
EOL.CV.PI.033624-6.01,2018-12-01,27,574,PIELB6,Aura Lagoa do Barro 06,NE,-8.63,-41.56,FALSE
EOL.CV.PI.033625-4.01,2018-12-01,9,575,PIEQN3,Aura Queimada Nova 03,NE,-8.67,-41.63,FALSE
EOL.CV.PI.033667-0.01,2017-02-01,29.9,576,PIEVI2,Ventos de São Virgílio 2,NE,-7.79,-40.73,FALSE
EOL.CV.PI.040567-1.01,2021-12-01,46,591,PIEQN2,AURA QUEIMADA NOVA 02,NE,-8.62,-41.59,FALSE
EOL.CV.PR.027908-0.01,2017-01-01,2.5,613,PREOLI,EOLIO   ELETRICA DE PALMAS,S,-26.57,-51.7,FALSE
EOL.CV.RJ.028730-0.01,2017-01-01,28.05,614,RJUEGG,GARGAU,SE,-21.56,-41.07,FALSE
EOL.CV.RN.028424-6.01,2017-01-01,49.3,616,RNUERF,RN 15   RIO DO FOGO,NE,-5.3,-35.38,FALSE
EOL.CV.RN.028443-2.01,2017-01-01,100.65,617,RNUAD,Alegria II,NE,-5.12,-36.38,FALSE
EOL.CV.RN.028444-0.01,2017-01-01,51,618,RNUAU,Alegria I,NE,-5.09,-36.36,FALSE
EOL.CV.RN.030121-3.01,2017-01-01,14.4,620,RNARAT,ARATUA I,NE,-5.09,-36.33,FALSE
