ceg,data_inicio_operacao,capacidade_instalada,id,codigo,nome,subsistema,latitude,longitude,coordenadas_aproximadas
EOL.CV.RN.030281-3.01,2017-01-01,26,621,RNUEM3,MANGUE SECO 3,NE,-5.19,-36.36,FALSE
EOL.CV.RN.030284-8.01,2017-01-01,26,622,RNUEM2,MANGUE SECO 2,NE,-5.17,-36.32,FALSE
EOL.CV.RN.030285-6.01,2017-01-01,26,623,RNUEM1,MANGUE SECO 1,NE,-5.17,-36.3,FALSE
EOL.CV.RN.030290-2.01,2017-01-01,26,624,RNUEM5,MANGUE SECO 5,NE,-5.17,-36.41,FALSE
EOL.CV.RN.030292-9.01,2017-01-01,30,625,RNUEC1,SANTA CLARA I,NE,-5.24,-35.9,FALSE
EOL.CV.RN.030293-7.01,2017-01-01,30,626,RNUEC3,SANTA CLARA III,NE,-5.27,-35.9,FALSE
EOL.CV.RN.030300-3.01,2017-01-01,28.8,627,RNCEM6,MORRO DOS VENTOS VI,NE,-5.34,-35.88,FALSE
EOL.CV.RN.030301-1.01,2017-01-01,28.8,628,RNCEM1,MORRO DOS VENTOS I,NE,-5.36,-35.82,FALSE
EOL.CV.RN.030302-0.01,2017-01-01,30,629,RNCEM9,MORRO DOS VENTOS IX,NE,-5.31,-35.91,FALSE
EOL.CV.RN.030304-6.01,2017-01-01,30,630,RNUEC6,Santa Clara VI,NE,-5.24,-35.93,FALSE
EOL.CV.RN.030307-0.01,2017-01-01,30,631,RNUEC4,SANTA CLARA IV,NE,-5.24,-35.91,FALSE
EOL.CV.RN.030308-9.01,2017-01-01,30,632,RNUEC2,SANTA CLARA II,NE,-5.27,-35.91,FALSE
EOL.CV.RN.030310-0.01,2017-01-01,28.8,633,RNCEM3,MORRO DOS VENTOS III,NE,-5.37,-35.87,FALSE
EOL.CV.RN.030311-9.01,2017-01-01,28.8,634,RNCEM4,MORRO DOS VENTOS IV,NE,-5.38,-35.88,FALSE
EOL.CV.RN.030333-0.01,2017-01-01,19.8,635,RNPARU,CABECO PRETO,NE,-5.41,-35.95,FALSE
EOL.CV.RN.030339-9.01,2017-01-01,68.47,636,RNUES3,Miassaba 3,NE,-5.13,-36.45,FALSE
EOL.CV.RN.030340-2.01,2017-01-01,27.3,637,RNUEAB,AREIA BRANCA,NE,-4.97,-36.9,FALSE
EOL.CV.RN.030351-8.01,2017-01-01,8,638,RNUER6,EURUS VI,NE,-5.23,-35.93,FALSE
EOL.CV.RN.030370-4.01,2017-01-01,14.4,639,RNMIAS,MIASSABA II,NE,-5.08,-36.4,FALSE
EOL.CV.RN.030378-0.01,2017-01-01,30,640,RNUEC5,SANTA CLARA V,NE,-5.26,-35.92,FALSE
EOL.CV.RN.030389-5.01,2017-01-01,23.1,641,RNUEMT,Mar e Terra,NE,-4.96,-36.91,FALSE
EOL.CV.RN.030416-6.01,2017-01-01,58.45,642,RNUERU,REI DOS VENTOS 1,NE,-5.1,-36.2,FALSE
EOL.CV.RN.030417-4.01,2017-01-01,60.12,643,RNUERT,REI DOS VENTOS 3,NE,-5.12,-36.16,FALSE
EOL.CV.RN.030417-4.01,2021-04-01,-60.12,643,RNUERT,REI DOS VENTOS 3,NE,-5.12,-36.16,FALSE
EOL.CV.RN.030417-4.01,2021-04-01,56.78,643,RNUERT,REI DOS VENTOS 3,NE,-5.12,-36.16,FALSE
EOL.CV.RN.030454-9.01,2017-01-01,20,644,RNMEL0,MEL 02,NE,-4.94,-36.96,FALSE
EOL.CV.RN.030497-2.01,2017-01-01,30,645,RNUERN,RENASCENÇA V,NE,-5.27,-35.86,FALSE
EOL.CV.RN.030498-0.01,2017-01-01,32,646,RNEAB4,Asa Branca IV,NE,-5.33,-35.99,FALSE
EOL.CV.RN.030499-9.01,2017-01-01,30,647,RNUEER,EURUS II,NE,-5.39,-35.83,FALSE
EOL.CV.RN.030500-6.01,2017-01-01,30,648,RNECV2,CAMPO DOS VENTOS II,NE,-5.32,-35.93,FALSE
EOL.CV.RN.030501-4.01,2017-01-01,19.8,649,RNPARQ,CABECO PRETO IV,NE,-5.44,-35.95,FALSE
EOL.CV.RN.030502-2.01,2017-01-01,20,650,RNUEFA,FAROL,NE,-5.1,-36.02,FALSE
EOL.CV.RN.030503-0.01,2017-01-01,30,651,RNCEE1,EURUS I,NE,-5.37,-35.86,FALSE
EOL.CV.RN.030504-9.01,2017-01-01,30,652,RNCEE3,EURUS III,NE,-5.4,-35.87,FALSE
EOL.CV.RN.030505-7.01,2017-01-01,27,653,RNEAB1,Asa Branca I,NE,-5.23,-35.83,FALSE
EOL.CV.RN.030507-3.01,2017-01-01,32,654,RNEAB5,Asa Branca V,NE,-5.38,-36.01,FALSE
EOL.CV.RN.030508-1.01,2017-01-01,32,655,RNEAB8,Asa Branca VIII,NE,-5.28,-35.98,FALSE
EOL.CV.RN.030509-0.01,2017-01-01,27,656,RNEEU4,Eurus IV,NE,-5.26,-35.81,FALSE
EOL.CV.RN.030511-1.01,2017-01-01,30,657,RNUEG1,Calango 1,NE,-6.03,-36.54,FALSE
EOL.CV.RN.030512-0.01,2017-01-01,14,658,RNUEBV,DREEN BOA VISTA,NE,-5.11,-35.93,FALSE
EOL.CV.RN.030513-8.01,2017-01-01,32,659,RNEAB7,Asa Branca VII,NE,-5.25,-35.94,FALSE
EOL.CV.RN.030514-6.01,2017-01-01,30,660,RNEVSM,VENTOS DE SÃO MIGUEL,NE,-5.28,-35.88,FALSE
EOL.CV.RN.030515-4.01,2017-01-01,30,661,RNEPR1,RENASCENÇA I,NE,-5.3,-35.87,FALSE
EOL.CV.RN.030516-2.01,2017-01-01,30,662,RNEPR2,RENASCENÇA II,NE,-5.31,-35.89,FALSE
EOL.CV.RN.030519-7.01,2017-01-01,30,663,RNUEG2,Calango 2,NE,-6.02,-36.48,FALSE
EOL.CV.RN.030520-0.01,2017-01-01,32,664,RNEAB6,Asa Branca VI,NE,-5.36,-36,FALSE
EOL.CV.RN.030527-8.01,2017-01-01,30,665,RNEPR3,RENASCENÇA III,NE,-5.3,-35.9,FALSE
EOL.CV.RN.030536-7.01,2017-01-01,30,666,RNUESB,DREEN SÃO BENTO DO NORTE,NE,-5.05,-35.98,FALSE
EOL.CV.RN.030537-5.01,2017-01-01,30,667,RNUEG4,Calango 4,NE,-6.02,-36.47,FALSE
EOL.CV.RN.030545-6.01,2017-01-01,30,668,RNUEG3,Calango 3,NE,-6.05,-36.55,FALSE
EOL.CV.RN.030547-2.01,2017-01-01,27,669,RNEAB2,Asa Branca II,NE,-5.23,-35.88,FALSE
EOL.CV.RN.030548-0.01,2017-01-01,27,670,RNEAB3,Asa Branca III,NE,-5.26,-35.84,FALSE
EOL.CV.RN.030549-9.01,2017-01-01,30,671,RNUEOD,DREEN OLHO D'ÁGUA,NE,-5.05,-35.97,FALSE
EOL.CV.RN.030551-0.01,2017-01-01,30,672,RNEPR4,RENASCENÇA IV,NE,-5.3,-35.92,FALSE
EOL.CV.RN.030552-9.01,2017-01-01,30,673,RNUEG5,Calango 5,NE,-6.03,-36.49,FALSE
EOL.CV.RN.030562-6.01,2017-01-01,22.4,675,RNUEV1,União dos Ventos 1,NE,-5.08,-35.84,FALSE
EOL.CV.RN.030563-4.01,2017-01-01,22.4,676,RNUEV2,União dos Ventos 2,NE,-5.08,-35.83,FALSE
EOL.CV.RN.030564-2.01,2017-01-01,22.4,677,RNUEV3,União dos Ventos 3,NE,-5.08,-35.81,FALSE
EOL.CV.RN.030565-0.01,2017-01-01,11.2,678,RNUEV4,União dos Ventos 4,NE,-5.09,-35.8,FALSE
EOL.CV.RN.030566-9.01,2017-01-01,24,679,RNUEV5,União dos Ventos 5,NE,-5.09,-35.78,FALSE
EOL.CV.RN.030567-7.01,2017-01-01,12.8,680,RNUEV6,União dos Ventos 6,NE,-5.09,-35.77,FALSE
EOL.CV.RN.030568-5.01,2017-01-01,14.4,681,RNUEV7,União dos Ventos 7,NE,-5.1,-35.75,FALSE
EOL.CV.RN.030569-3.01,2017-01-01,14.4,682,RNUEV8,União dos Ventos 8,NE,-5.07,-35.89,FALSE
EOL.CV.RN.030570-7.01,2017-01-01,11.2,683,RNUEV9,União dos Ventos 9,NE,-5.09,-35.89,FALSE
EOL.CV.RN.030571-5.01,2017-01-01,14.4,684,RNUEVX,União dos Ventos 10,NE,-5.11,-35.89,FALSE
EOL.CV.RN.030609-6.01,2017-01-01,30,685,RNESS2,Serra de Santana II,NE,-6.1,-36.58,FALSE
EOL.CV.RN.030615-0.01,2017-01-01,30,686,RNESS3,Serra de Santana III,NE,-6.02,-36.51,FALSE
EOL.CV.RN.030622-3.01,2017-01-01,28,687,RNARIZ,ARIZONA 1,NE,-5.3,-35.38,FALSE
EOL.CV.RN.030625-8.01,2017-01-01,20,688,RNESS1,Serra de Santana I,NE,-6.06,-36.58,FALSE
EOL.CV.RN.030660-6.01,2017-01-01,16.1,689,RNEJUR,JUREMAS,NE,-5.39,-35.85,FALSE
EOL.CV.RN.030661-4.01,2017-01-01,20.7,690,RNEMAC,MACACOS,NE,-5.41,-35.85,FALSE
EOL.CV.RN.030671-1.01,2017-01-01,20.7,691,RNEPEP,PEDRA PRETA,NE,-5.43,-35.85,FALSE
EOL.CV.RN.030672-0.01,2017-01-01,20.7,692,RNECBR,COSTA BRANCA,NE,-5.42,-35.85,FALSE
EOL.CV.RN.030699-1.01,2018-12-01,21,693,RNEGUA,Dreen Guajiru,NE,-5.09,-35.91,FALSE
EOL.CV.RN.030700-9.01,2018-12-01,23.1,694,RNEJAN,GE Jangada,NE,-5.06,-36.01,FALSE
EOL.CV.RN.030700-9.01,2019-04-01,-23.1,694,RNEJAN,GE Jangada,NE,-5.06,-36.01,FALSE
EOL.CV.RN.030700-9.01,2019-04-01,27.3,694,RNEJAN,GE Jangada,NE,-5.06,-36.01,FALSE
EOL.CV.RN.030701-7.01,2018-12-01,23.1,695,RNECUT,Dreen Cutia,NE,-5.1,-35.9,FALSE
EOL.CV.RN.030702-5.01,2018-12-01,14.7,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-07-01,-14.7,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-07-01,18.9,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-08-01,-18.9,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-08-01,21,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-09-01,-21,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030702-5.01,2019-09-01,27.3,696,RNEMHE,Ge Maria Helena,NE,-5.07,-36.01,FALSE
EOL.CV.RN.030787-4.01,2017-01-01,30.55,697,RNUEMP,Modelo I,NE,-5.43,-35.89,FALSE
EOL.CV.RN.030788-2.01,2017-01-01,25.85,698,RNUEMD,Modelo II,NE,-5.41,-35.9,FALSE
EOL.CV.RN.030804-8.01,2017-06-01,27,699,RNESJO,São João,NE,-5.13,-35.65,FALSE
EOL.CV.RN.030828-5.01,2017-01-01,16.2,700,RNESUR,VENTOS DE SANTO URIEL,NE,-5.49,-35.9,FALSE
EOL.CV.RN.030831-5.01,2017-06-01,27,701,RNECNB,Carnaúbas,NE,-5.15,-35.66,FALSE
EOL.CV.RN.030832-3.01,2017-01-01,30,702,RNECAU,CARCARÁ I,NE,-4.94,-36.99,FALSE
EOL.CV.RN.030834-0.01,2017-01-01,29.7,703,RNESHE,SANTA HELENA,NE,-5.47,-35.92,FALSE
EOL.CV.RN.030843-9.01,2017-06-01,27,704,RNERED,Reduto,NE,-5.13,-35.69,FALSE
EOL.CV.RN.030849-8.01,2017-06-01,27,705,RNESCR,Santo Cristo,NE,-5.14,-35.62,FALSE
EOL.CV.RN.030856-0.01,2017-01-01,20,706,RNEPEL,Pelado,NE,-6,-36.44,FALSE
EOL.CV.RN.030860-9.01,2017-01-01,28,707,RNELAN,Lanchinha,NE,-6.14,-36.72,FALSE
EOL.CV.RN.030864-1.01,2017-01-01,29.7,708,RNESMA,SM (Santa Maria),NE,-5.44,-35.92,FALSE
EOL.CV.RN.030870-6.01,2017-01-01,29.7,709,RNUER3,Riachão I,NE,-5.52,-35.43,FALSE
EOL.CV.RN.030871-4.01,2017-01-01,27,710,RNUER2,Riachão II,NE,-5.57,-35.45,FALSE
EOL.CV.RN.030872-2.01,2017-01-01,29.7,711,RNUER1,Riachão VI,NE,-5.54,-35.45,FALSE
EOL.CV.RN.030873-0.01,2017-01-01,29.7,712,RNUER7,Riachão VII,NE,-5.58,-35.46,FALSE
EOL.CV.RN.030874-9.01,2017-01-01,29.7,713,RNUER4,Riachão IV,NE,-5.52,-35.47,FALSE
EOL.CV.RN.030876-5.01,2017-01-01,26,714,RNECP5,Cabeço Preto V,NE,-5.48,-36,FALSE
EOL.CV.RN.030889-7.01,2017-01-01,29.16,715,RNCEM2,MORRO DOS VENTOS II,NE,-5.36,-35.84,FALSE
EOL.CV.RN.030895-1.02,2017-01-01,27,716,RNECA1,Caiçara I,NE,-5,-36.91,FALSE
EOL.CV.RN.030897-8.01,2017-01-01,30,717,RNECAD,CARCARÁ II,NE,-4.95,-37,FALSE
EOL.CV.RN.030898-6.01,2017-01-01,30,718,RNETER,TERRAL,NE,-4.96,-37.04,FALSE
EOL.CV.RN.030900-1.01,2017-01-01,18,719,RNECP6,Cabeço Preto VI,NE,-5.45,-35.95,FALSE
EOL.CV.RN.030902-8.02,2017-01-01,24,720,RNEJU1,Junco I,NE,-5.03,-36.92,FALSE
EOL.CV.RN.030914-1.02,2017-01-01,24,721,RNEJU2,Junco II,NE,-5.03,-36.93,FALSE
EOL.CV.RN.030915-0.02,2017-01-01,18,722,RNECA2,Caiçara II,NE,-4.99,-36.93,FALSE
EOL.CV.RN.030931-1.01,2017-01-01,30,723,RNEBF4,Baixa do Feijão IV,NE,-5.34,-36.04,FALSE
EOL.CV.RN.030932-0.01,2017-01-01,30,724,RNEBF1,Baixa do Feijão I,NE,-5.32,-36.06,FALSE
EOL.CV.RN.030933-8.01,2017-01-01,30,725,RNEBF2,Baixa do Feijão II,NE,-5.37,-36.03,FALSE
EOL.CV.RN.030934-6.01,2017-01-01,30,726,RNEBF3,Baixa do Feijão III,NE,-5.3,-36.04,FALSE
EOL.CV.RN.031015-8.01,2017-01-01,26,727,RNECP3,Cabeço Preto III,NE,-5.4,-35.98,FALSE
EOL.CV.RN.031025-5.01,2017-01-01,18,728,RNEMC1,Macambira I,NE,-6.05,-36.56,FALSE
EOL.CV.RN.031026-3.01,2017-01-01,18,729,RNEMC2,Macambira II,NE,-6.08,-36.53,FALSE
EOL.CV.RN.031069-7.01,2017-01-01,25.2,730,RNECV5,Campo dos Ventos V,NE,-5.29,-35.95,FALSE
EOL.CV.RN.031071-9.01,2017-01-01,25.2,731,RNECV3,Campo dos Ventos III,NE,-5.34,-35.97,FALSE
EOL.CV.RN.031072-7.01,2017-01-01,25.2,732,RNECV1,Campo dos Ventos I,NE,-5.35,-35.94,FALSE
EOL.CV.RN.031372-6.01,2017-01-01,29.4,733,RNEDIM,Ventos de Santo Dimas,NE,-5.23,-35.79,FALSE
EOL.CV.RN.031373-4.01,2017-01-01,29.4,734,RNEBEN,Ventos de São Benedito,NE,-5.23,-35.79,FALSE
EOL.CV.RN.031412-9.01,2017-01-01,14.7,735,RNEMTO,Ventos de São Martinho,NE,-5.28,-35.78,FALSE
EOL.CV.RN.031425-0.01,2017-01-01,27.3,736,RNEURS,Santa Úrsula,NE,-5.29,-35.79,FALSE
EOL.CV.RN.031427-7.01,2017-01-01,29.4,737,RNEMON,Santa Mônica,NE,-5.28,-35.8,FALSE
EOL.CV.RN.031642-3.01,2019-12-01,31.5,738,RNUE15,União dos Ventos 15,NE,-5.28,-35.76,FALSE
EOL.CV.RN.031643-1.01,2018-01-01,18.9,739,RNUE14,União dos Ventos 14,NE,-5.1,-35.85,FALSE
EOL.CV.RN.031643-1.01,2018-02-01,-18.9,739,RNUE14,União dos Ventos 14,NE,-5.1,-35.85,FALSE
EOL.CV.RN.031643-1.01,2018-02-01,21,739,RNUE14,União dos Ventos 14,NE,-5.1,-35.85,FALSE
EOL.CV.RN.031645-8.01,2018-02-01,25.2,740,RNUE12,União dos Ventos 12,NE,-5.09,-35.87,FALSE
EOL.CV.RN.031651-2.01,2018-05-01,26,741,RNECVE,Cabeço Vermelho,NE,-5.51,-36.02,FALSE
EOL.CV.RN.031651-2.01,2019-09-01,-26,741,RNECVE,Cabeço Vermelho,NE,-5.51,-36.02,FALSE
EOL.CV.RN.031651-2.01,2019-09-01,28.6,741,RNECVE,Cabeço Vermelho,NE,-5.51,-36.02,FALSE
EOL.CV.RN.031652-0.01,2019-12-01,28.875,742,RNUE16,União dos Ventos 16,NE,-5.27,-35.77,FALSE
EOL.CV.RN.031665-2.01,2018-05-01,17.6,743,RNECVD,Cabeço Vermelho II,NE,-5.49,-35.99,FALSE
EOL.CV.RN.031665-2.01,2019-09-01,-17.6,743,RNECVD,Cabeço Vermelho II,NE,-5.49,-35.99,FALSE
EOL.CV.RN.031665-2.01,2019-09-01,16.8,743,RNECVD,Cabeço Vermelho II,NE,-5.49,-35.99,FALSE
EOL.CV.RN.031697-0.01,2018-01-01,10.5,744,RNUE13,União dos Ventos 13,NE,-5.09,-35.86,FALSE
EOL.CV.RN.031697-0.01,2018-02-01,-10.5,744,RNUE13,União dos Ventos 13,NE,-5.09,-35.86,FALSE
EOL.CV.RN.031697-0.01,2018-02-01,18.9,744,RNUE13,União dos Ventos 13,NE,-5.09,-35.86,FALSE
EOL.CV.RN.031750-0.01,2017-01-01,24,745,RNEVA5,Vila Amazonas V,NE,-5,-36.95,FALSE
EOL.CV.RN.031757-8.01,2017-01-01,24,746,RNEVP2,Vila Pará II,NE,-5.04,-36.91,FALSE
EOL.CV.RN.031759-4.01,2017-01-01,27,747,RNEVP1,Vila Pará I,NE,-5.04,-36.91,FALSE
EOL.CV.RN.031765-9.01,2017-01-01,24,748,RNEVP3,Vila Pará III,NE,-5.06,-36.91,FALSE
EOL.CV.RN.031801-9.01,2017-12-01,32.9,749,RNEARO,Aroeira,NE,-5.34,-36.11,FALSE
EOL.CV.RN.031802-7.01,2017-12-01,32.9,750,RNEJER,Jerico,NE,-5.37,-36.09,FALSE
EOL.CV.RN.031810-8.01,2017-01-01,30,751,RNESA1,Santana I,NE,-6.03,-36.44,FALSE
EOL.CV.RN.031811-6.01,2017-01-01,24,752,RNESA2,Santana II,NE,-6.07,-36.45,FALSE
EOL.CV.RN.031812-4.01,2017-01-01,30,753,RNUEG6,Calango 6,NE,-6.01,-36.45,FALSE
EOL.CV.RN.031826-4.01,2018-03-01,32.9,754,RNEUBZ,Umbuzeiros,NE,-5.41,-36.08,FALSE
EOL.CV.RN.031887-6.01,2018-03-01,28.2,755,RNEAV1,Aventura I,NE,-5.37,-35.8,FALSE
EOL.CV.RN.032207-5.01,2021-08-01,42,756,RNECM1,UEE CMR_CUMARU 01,NE,-5.15,-35.76,FALSE
EOL.CV.RN.032208-3.01,2021-08-01,21,757,RNECM2,CUMARU II,NE,-5.18,-35.78,FALSE
EOL.CV.RN.032208-3.01,2021-10-01,-21,757,RNECM2,CUMARU II,NE,-5.18,-35.78,FALSE
EOL.CV.RN.032208-3.01,2021-10-01,37.8,757,RNECM2,CUMARU II,NE,-5.18,-35.78,FALSE
EOL.CV.RN.032208-3.01,2021-11-01,-37.8,757,RNECM2,CUMARU II,NE,-5.18,-35.78,FALSE
EOL.CV.RN.032208-3.01,2021-11-01,42,757,RNECM2,CUMARU II,NE,-5.18,-35.78,FALSE
EOL.CV.RN.032209-1.01,2021-10-01,42,758,RNECM3,CUMARU III,NE,-5.13,-35.8,FALSE
EOL.CV.RN.032215-6.01,2017-01-01,25.2,759,RNEDOM,São Domingos,NE,-5.21,-35.82,FALSE
EOL.CV.RN.032352-7.01,2017-12-01,20,760,RNEPRA,Pedra Rajada,NE,-5.91,-36.31,FALSE
EOL.CV.RN.032353-5.01,2017-12-01,20,761,RNEPRD,Pedra Rajada II,NE,-5.89,-36.29,FALSE
EOL.CV.RN.032354-3.01,2018-12-01,27.3,762,RNEENE,Esperança do Nordeste,NE,-5.08,-35.96,FALSE
EOL.CV.RN.032355-1.01,2019-01-01,27.3,763,RNEPVN,Paraíso dos Ventos do Nordeste,NE,-5.08,-35.94,FALSE
EOL.CV.RN.032356-0.01,2018-12-01,21,764,RNEPOT,Potiguar,NE,-5.06,-35.9,FALSE
EOL.CV.RN.032356-0.01,2019-04-01,-21,764,RNEPOT,Potiguar,NE,-5.06,-35.9,FALSE
EOL.CV.RN.032356-0.01,2019-04-01,27.3,764,RNEPOT,Potiguar,NE,-5.06,-35.9,FALSE
EOL.CV.RN.032495-7.01,2021-08-01,10.65,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-09-01,-10.65,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-09-01,17.75,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-10-01,-17.75,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-10-01,31.95,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-11-01,-31.95,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032495-7.01,2021-11-01,60.35,765,RNETS1,TERRA SANTA I,NE,-5.25,-36.05,FALSE
EOL.CV.RN.032501-5.01,2021-06-01,31.95,766,RNETS2,TERRA SANTA II,NE,-5.22,-36.1,FALSE
EOL.CV.RN.033002-7.01,2021-07-01,21,771,RNEAV2,AVENTURA II,NE,-5.32,-35.73,FALSE
EOL.CV.RN.033026-4.01,2021-07-01,25.2,772,RNEAV3,AVENTURA III,NE,-5.32,-35.75,FALSE
EOL.CV.RN.033640-8.01,2019-01-01,23.1,776,RNESB1,São Bento do Norte I,NE,-5.13,-35.93,FALSE
EOL.CV.RN.033642-4.01,2019-01-01,23.1,777,RNESB2,São Bento do Norte II,NE,-5.15,-35.94,FALSE
EOL.CV.RN.033643-2.01,2019-04-01,23.1,778,RNESB3,São Bento do Norte III,NE,-5.07,-36.03,FALSE
EOL.CV.RN.033644-0.01,2019-02-01,21,779,RNESM1,São Miguel I,NE,-5.15,-35.99,FALSE
EOL.CV.RN.033645-9.01,2019-02-01,21,780,RNESM2,São Miguel II,NE,-5.16,-36,FALSE
EOL.CV.RN.033647-5.01,2019-02-01,21,781,RNESM3,São Miguel III,NE,-5.16,-36,FALSE
EOL.CV.RN.033666-1.01,2019-01-01,30.8,782,RNEBE1,Boa Esperança I,NE,-5.53,-35.97,FALSE
EOL.CV.RN.033752-8.01,2017-06-01,27.3,786,RNEVAI,Vila Acre I,NE,-5.06,-37.03,FALSE
EOL.CV.RN.033753-6.01,2019-12-01,31.185,787,RNEVA2,Vila Acre II,NE,-5.04,-37.02,FALSE
EOL.CV.RN.035211-0.01,2021-12-01,29.4,810,RNESR2,SANTA ROSA E MUNDO NOVO II,NE,-5.88,-36.19,FALSE
EOL.CV.RN.036973-0.01,2020-08-01,37.8,817,RNEPI2,Vila Piaui II,NE,-5.1,-37.08,FALSE
EOL.CV.RN.036974-8.01,2020-02-01,10.395,818,RNECE1,Ventos de Vila Ceará I,NE,-5.13,-37.04,FALSE
EOL.CV.RN.036974-8.01,2020-03-01,-10.395,818,RNECE1,Ventos de Vila Ceará I,NE,-5.13,-37.04,FALSE
EOL.CV.RN.036974-8.01,2020-03-01,31.185,818,RNECE1,Ventos de Vila Ceará I,NE,-5.13,-37.04,FALSE
EOL.CV.RN.036975-6.01,2020-07-01,37.8,819,RNEPI1,Vila Piaui I,NE,-5.1,-37.1,FALSE
EOL.CV.RN.036976-4.01,2020-02-01,31.185,820,RNECE2,Ventos de Vila Ceará II,NE,-5.11,-37.04,FALSE
EOL.CV.RN.036979-9.01,2020-07-01,42,822,RNEPI3,Vila Piaui III,NE,-5.1,-37.06,FALSE
EOL.CV.RN.036980-2.01,2020-12-01,31.95,823,RNECEA,VILA CEARA I,NE,-5.1,-37.01,FALSE
EOL.CV.RN.036981-0.01,2020-05-01,34.65,824,RNEPB1,Ventos de Vila Paraiba I,NE,-5.13,-36.98,FALSE
EOL.CV.RN.036984-5.01,2021-06-01,58.905,825,RNEMT1,VENTOS DE VILA MATO GROSSO I  ANTIGA VILA ALAGOAS,NE,-5.17,-37.1,FALSE
EOL.CV.RN.036985-3.01,2020-04-01,34.65,826,RNEPB2,Ventos de Vila Paraíba II,NE,-5.11,-36.98,FALSE
EOL.CV.RN.037020-7.01,2021-10-01,42,827,RNECM4,CUMARU IV,NE,-5.16,-35.78,FALSE
EOL.CV.RN.037021-5.01,2021-10-01,25.2,828,RNECM5,CUMARU V,NE,-5.14,-35.79,FALSE
EOL.CV.RN.037021-5.01,2021-11-01,-25.2,828,RNECM5,CUMARU V,NE,-5.14,-35.79,FALSE
EOL.CV.RN.037021-5.01,2021-11-01,37.8,828,RNECM5,CUMARU V,NE,-5.14,-35.79,FALSE
EOL.CV.RN.037073-8.01,2020-10-01,76.23,829,RNESF1,SAO FERNANDO 1,NE,-5.17,-36.01,FALSE
EOL.CV.RN.037075-4.01,2020-12-01,72.765,830,RNESF2,SAO FERNANDO 2,NE,-5.18,-36.02,FALSE
EOL.CV.RN.037076-2.01,2020-12-01,24.255,831,RNESF3,SAO FERNANDO 3,NE,-5.15,-36.04,FALSE
EOL.CV.RN.037077-0.01,2021-03-01,83.16,832,RNESF4,SAO FERNANDO 4,NE,-5.12,-36.01,FALSE
