ceg,data_inicio_operacao,capacidade_instalada,id,codigo,nome,subsistema,latitude,longitude,coordenadas_aproximadas
EOL.CV.RN.037664-7.01,2021-12-01,25.2,840,RNESR5,SANTA ROSA E MUNDO NOVO V,NE,-5.9,-36.2,FALSE
EOL.CV.RN.037949-2.01,2021-07-01,29.4,841,RNEAV4,AVENTURA IV,NE,-5.34,-35.77,FALSE
EOL.CV.RN.037950-6.01,2021-07-01,29.4,842,RNEAV5,AVENTURA V,NE,-5.34,-35.79,FALSE
EOL.CV.RN.037959-0.01,2021-06-01,28.4,843,RNECDU,COSTA DAS DUNAS,NE,-5.23,-35.48,FALSE
EOL.CV.RN.037999-9.01,2021-09-01,24.85,844,RNEFTO,FAROL DE TOUROS,NE,-5.25,-35.5,FALSE
EOL.CV.RN.038002-4.01,2021-07-01,10.65,845,RNEFIB,FIGUEIRA BRANCA,NE,-5.24,-35.46,FALSE
EOL.CV.RN.038006-7.01,2021-08-01,17.75,846,RNEGAM,GAMELEIRA,NE,-5.24,-35.45,FALSE
EOL.CV.RN.038140-3.01,2020-04-01,37.8,848,RNERN2,Vila Rio Grande do Norte II,NE,-5.14,-37.04,FALSE
EOL.CV.RN.038141-1.01,2020-03-01,25.2,849,RNERN1,Vila Rio Grande do Norte I,NE,-5.16,-37.02,FALSE
EOL.CV.RN.038142-0.01,2020-05-01,37.8,850,RNEVS1,Vila Sergipe I,NE,-5.15,-37.06,FALSE
EOL.CV.RN.038143-8.01,2020-05-01,37.8,851,RNEVS2,Vila Sergipe II,NE,-5.16,-37.06,FALSE
EOL.CV.RN.038144-6.01,2020-06-01,16.8,852,RNEVS3,Vila Sergipe III,NE,-5.18,-37.08,FALSE
EOL.CV.RN.038310-4.01,2021-10-01,25.2,853,RNEM01,VENTOS DE SANTA MARTINA 01,NE,-5.73,-35.9,FALSE
EOL.CV.RN.038310-4.01,2021-11-01,-25.2,853,RNEM01,VENTOS DE SANTA MARTINA 01,NE,-5.73,-35.9,FALSE
EOL.CV.RN.038310-4.01,2021-11-01,63,853,RNEM01,VENTOS DE SANTA MARTINA 01,NE,-5.73,-35.9,FALSE
EOL.CV.RN.038318-0.01,2021-06-01,33.6,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-07-01,-33.6,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-07-01,46.2,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-08-01,-46.2,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-08-01,58.8,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-09-01,-58.8,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038318-0.01,2021-09-01,63,854,RNEM09,VENTOS DE SANTA MARTINA 09,NE,-5.82,-35.92,FALSE
EOL.CV.RN.038319-8.01,2021-07-01,29.4,855,RNEM10,VENTOS DE SANTA MARTINA 10,NE,-5.85,-35.94,FALSE
EOL.CV.RN.038319-8.01,2021-08-01,-29.4,855,RNEM10,VENTOS DE SANTA MARTINA 10,NE,-5.85,-35.94,FALSE
EOL.CV.RN.038319-8.01,2021-08-01,63,855,RNEM10,VENTOS DE SANTA MARTINA 10,NE,-5.85,-35.94,FALSE
EOL.CV.RN.038320-1.01,2021-08-01,25.2,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-09-01,-25.2,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-09-01,50.4,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-10-01,-50.4,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-10-01,54.6,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-11-01,-54.6,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-11-01,58.8,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-12-01,-58.8,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038320-1.01,2021-12-01,63,856,RNEM11,VENTOS DE SANTA MARTINA 11,NE,-5.78,-35.91,FALSE
EOL.CV.RN.038321-0.01,2021-09-01,50.4,857,RNEM12,VENTOS DE SANTA MARTINA 12,NE,-5.76,-35.89,FALSE
EOL.CV.RN.038321-0.01,2021-10-01,-50.4,857,RNEM12,VENTOS DE SANTA MARTINA 12,NE,-5.76,-35.89,FALSE
EOL.CV.RN.038321-0.01,2021-10-01,63,857,RNEM12,VENTOS DE SANTA MARTINA 12,NE,-5.76,-35.89,FALSE
EOL.CV.RN.038322-8.01,2021-08-01,33.6,858,RNEM13,VENTOS DE SANTA MARTINA 13,NE,-5.71,-35.89,FALSE
EOL.CV.RN.038322-8.01,2021-09-01,-33.6,858,RNEM13,VENTOS DE SANTA MARTINA 13,NE,-5.71,-35.89,FALSE
EOL.CV.RN.038322-8.01,2021-09-01,46.2,858,RNEM13,VENTOS DE SANTA MARTINA 13,NE,-5.71,-35.89,FALSE
EOL.CV.RN.038322-8.01,2021-10-01,-46.2,858,RNEM13,VENTOS DE SANTA MARTINA 13,NE,-5.71,-35.89,FALSE
EOL.CV.RN.038322-8.01,2021-10-01,67.2,858,RNEM13,VENTOS DE SANTA MARTINA 13,NE,-5.71,-35.89,FALSE
EOL.CV.RN.038323-6.01,2021-11-01,46.2,859,RNEM14,VENTOS DE SANTA MARTINA 14,NE,-5.71,-35.88,FALSE
EOL.CV.RN.038323-6.01,2021-12-01,-46.2,859,RNEM14,VENTOS DE SANTA MARTINA 14,NE,-5.71,-35.88,FALSE
EOL.CV.RN.038323-6.01,2021-12-01,63,859,RNEM14,VENTOS DE SANTA MARTINA 14,NE,-5.71,-35.88,FALSE
EOL.CV.RN.038325-2.01,2021-02-01,31.95,860,RNEMA1,VILA MARANHAO I,NE,-5.07,-36.99,FALSE
EOL.CV.RN.038326-0.01,2021-03-01,31.95,861,RNEMA2,VILA MARANHAO II,NE,-5.05,-36.99,FALSE
EOL.CV.RN.038327-9.01,2020-09-01,7.1,862,RNEMA3,Vila Maranhao III,NE,-5.12,-37,FALSE
EOL.CV.RN.038327-9.01,2020-10-01,-7.1,862,RNEMA3,Vila Maranhao III,NE,-5.12,-37,FALSE
EOL.CV.RN.038327-9.01,2020-10-01,31.95,862,RNEMA3,Vila Maranhao III,NE,-5.12,-37,FALSE
EOL.CV.RN.040594-9.01,2021-11-01,33.6,865,RNEEP1,VILA ESPIRITO SANTO I  ANTIGA POTIGUAR B21,NE,-5.18,-37.11,FALSE
EOL.CV.RN.040598-1.01,2021-12-01,37.8,869,RNEEP5,VILA ESPIRITO SANTO V  ANTIGA POTIGUAR B25,NE,-5.23,-37.13,FALSE
EOL.CV.RN.040600-7.01,2021-04-01,45.045,870,RNEP31,POTIGUAR B 31,NE,-5.26,-37.11,FALSE
EOL.CV.RN.040601-5.01,2021-04-01,24.255,871,RNEP32,POTIGUAR B 32,NE,-5.18,-36.98,FALSE
EOL.CV.RN.040601-5.01,2021-05-01,-24.255,871,RNEP32,POTIGUAR B 32,NE,-5.18,-36.98,FALSE
EOL.CV.RN.040601-5.01,2021-05-01,48.51,871,RNEP32,POTIGUAR B 32,NE,-5.18,-36.98,FALSE
EOL.CV.RN.040602-3.01,2021-06-01,58.905,872,RNEP33,POTIGUAR B 33,NE,-5.26,-37.15,FALSE
EOL.CV.RN.040625-2.01,2021-12-01,33.6,873,RNEJ23,VENTOS DE SAO JANUARIO 23,NE,-5.89,-35.96,FALSE
EOL.CV.RN.046742-1.01,2021-09-01,27.72,881,RNTEB1,TODA ENERGIA DO BRASIL,NE,-5.09,-37.1,FALSE
EOL.CV.RS.028712-1.01,2017-01-01,70,888,RSUECI,CIDREIRA,S,-30.08,-50.17,FALSE
EOL.CV.RS.028810-1.01,2017-01-01,50,889,RSEVSO,Osório,S,-29.96,-50.28,FALSE
EOL.CV.RS.028811-0.01,2017-01-01,50,890,RSEVSS,Sangradouro,S,-29.97,-50.28,FALSE
EOL.CV.RS.028855-1.01,2017-01-01,9.2,891,RSPARQ,PARQUE EOLICO DE PALMARES,S,-30.45,-50.39,FALSE
EOL.CV.RS.028864-0.01,2017-01-01,50,892,RSEVSI,Índios,S,-29.98,-50.28,FALSE
EOL.CV.RS.030286-4.01,2017-01-01,27.6,893,RSEOS2,Osório 2,S,-29.95,-50.25,FALSE
EOL.CV.RS.030330-5.01,2017-01-01,27.6,894,RSEVS3,Sangradouro 3,S,-29.96,-50.32,FALSE
EOL.CV.RS.030334-8.01,2017-01-01,16.1,895,RSFAZD,FAZENDA ROSARIO 3,S,-30.45,-50.42,FALSE
EOL.CV.RS.030343-7.01,2017-01-01,9.2,896,RSFAZE,FAZENDA ROSARIO,S,-30.44,-50.38,FALSE
EOL.CV.RS.030348-8.01,2017-01-01,30,897,RSECC1,Cerro Chato I,S,-30.84,-55.73,FALSE
EOL.CV.RS.030349-6.01,2017-01-01,30,898,RSECC2,Cerro Chato II,S,-30.85,-55.69,FALSE
EOL.CV.RS.030350-0.01,2017-01-01,30,899,RSECC3,Cerro Chato III,S,-30.8,-55.71,FALSE
EOL.CV.RS.030381-0.01,2017-01-01,29.9,900,RSEVS2,Sangradouro 2,S,-29.94,-50.31,FALSE
EOL.CV.RS.030449-2.01,2017-01-01,29.9,901,RSEOS3,Osório 3,S,-29.98,-50.26,FALSE
EOL.CV.RS.030457-3.01,2017-01-01,30,902,RSACA1,Atlântica I,S,-30.32,-50.32,FALSE
EOL.CV.RS.030460-3.01,2017-01-01,11.2,903,RSEP2B,EOL Pontal 2B,S,-30.28,-50.8,FALSE
EOL.CV.RS.030461-1.01,2017-01-01,30,904,RSACA4,Atlântica IV,S,-30.29,-50.34,FALSE
EOL.CV.RS.030462-0.01,2017-01-01,30,905,RSACA2,Atlântica II,S,-30.33,-50.32,FALSE
EOL.CV.RS.030468-9.01,2017-01-01,22,906,RSREB3,REB Cassino III,S,-32.22,-52.2,FALSE
EOL.CV.RS.030469-7.01,2017-01-01,22,907,RSREB1,REB Cassino I,S,-32.22,-52.2,FALSE
EOL.CV.RS.030477-8.01,2017-01-01,20,908,RSREB2,REB Cassino II,S,-32.21,-52.21,FALSE
EOL.CV.RS.030478-6.01,2017-01-01,23,909,RSFAZN,FAZENDA ROSARIO 2,S,-30.43,-50.4,FALSE
EOL.CV.RS.030480-8.01,2017-01-01,30,910,RSACA5,Atlântica V,S,-30.29,-50.31,FALSE
EOL.CV.RS.030734-3.01,2017-01-01,29.9,911,RSEIN2,Índios 2,S,-30,-50.33,FALSE
EOL.CV.RS.030740-8.01,2017-01-01,18,912,RSVC06,Verace VI,S,-33.54,-53.28,FALSE
EOL.CV.RS.030741-6.01,2017-01-01,30,913,RSVC04,Verace IV,S,-33.55,-53.23,FALSE
EOL.CV.RS.030742-4.01,2017-01-01,20,914,RSVC02,Verace II,S,-33.51,-53.28,FALSE
EOL.CV.RS.030745-9.01,2017-01-01,20,915,RSVC01,Verace I,S,-33.5,-53.27,FALSE
EOL.CV.RS.030746-7.01,2017-01-01,26,916,RSVC03,Verace III,S,-33.52,-53.28,FALSE
EOL.CV.RS.030747-5.01,2017-01-01,30,917,RSVC07,Verace VII,S,-33.57,-53.25,FALSE
EOL.CV.RS.030748-3.01,2017-01-01,30,918,RSVC09,Verace IX,S,-33.58,-53.3,FALSE
EOL.CV.RS.030749-1.01,2017-01-01,28,919,RSVC10,Verace X,S,-33.59,-53.27,FALSE
EOL.CV.RS.030750-5.01,2017-01-01,25.2,920,RSEIB1,EOL Ibirapuitã 1,S,-30.77,-55.66,FALSE
EOL.CV.RS.030754-8.01,2017-01-01,22,921,RSCH04,EOL Chuí IV,S,-33.67,-53.42,FALSE
EOL.CV.RS.030755-6.01,2017-01-01,26,922,RSVC08,Verace VIII,S,-33.55,-53.31,FALSE
EOL.CV.RS.030760-2.01,2017-01-01,30,924,RSCH05,EOL Chuí V,S,-33.67,-53.42,FALSE
EOL.CV.RS.030767-0.01,2017-01-01,24,926,RSCH01,EOL Chuí I,S,-33.66,-53.39,FALSE
EOL.CV.RS.030790-4.01,2017-01-01,22,929,RSCH02,EOL Chuí II,S,-33.66,-53.4,FALSE
EOL.CV.RS.030791-2.01,2017-01-01,24,930,RSMN02,Eólica Minuano II,S,-33.72,-53.42,FALSE
EOL.CV.RS.030819-6.01,2017-01-01,27,931,RSCSE3,Corredor Senandes III,S,-32.41,-52.36,FALSE
EOL.CV.RS.030829-3.01,2017-01-01,30,932,RSVC05,Verace V,S,-33.54,-53.3,FALSE
EOL.CV.RS.030833-1.01,2017-01-01,29.7,933,RSVAR1,Vento Aragano,S,-32.42,-52.37,FALSE
EOL.CV.RS.030840-4.01,2017-01-01,29.7,934,RSCSE4,Corredor Senandes IV,S,-32.37,-52.34,FALSE
EOL.CV.RS.030842-0.01,2017-01-01,21.6,935,RSCSE2,Corredor Senandes II,S,-32.39,-52.33,FALSE
EOL.CV.RS.030844-7.01,2017-01-01,22,936,RSMN01,Eólica Minuano I,S,-33.72,-53.4,FALSE
EOL.CV.RS.030894-3.01,2017-01-01,23,937,RSEIN3,Índios 3,S,-29.98,-50.33,FALSE
EOL.CV.RS.030901-0.01,2017-01-01,27,938,RSEP3B,Pontal 3B,S,-30.26,-50.77,FALSE
EOL.CV.RS.031302-5.01,2017-01-01,27.675,939,RSUEXG,XANGRI-LÁ,S,-29.78,-50.07,FALSE
EOL.CV.RS.031302-5.01,2020-04-01,-27.675,939,RSUEXG,XANGRI-LÁ,S,-29.78,-50.07,FALSE
EOL.CV.RS.031302-5.01,2020-04-01,27.9,939,RSUEXG,XANGRI-LÁ,S,-29.78,-50.07,FALSE
EOL.CV.RS.031302-5.01,2020-12-01,-27.9,939,RSUEXG,XANGRI-LÁ,S,-29.78,-50.07,FALSE
EOL.CV.RS.031302-5.01,2020-12-01,31.7,939,RSUEXG,XANGRI-LÁ,S,-29.78,-50.07,FALSE
EOL.CV.RS.031477-3.01,2017-01-01,8,940,RSEGAL,Galpões,S,-30.88,-55.68,FALSE
EOL.CV.RS.031487-0.01,2017-01-01,30,941,RSECSE,Coxilha Seca,S,-30.89,-55.74,FALSE
EOL.CV.RS.031509-5.01,2017-01-01,21.6,942,RSEP2A,Pontal 2A,S,-30.27,-50.78,FALSE
EOL.CV.RS.031510-9.01,2017-01-01,10,943,RSECIN,Capão do Inglês,S,-30.92,-55.71,FALSE
EOL.CV.RS.031517-6.01,2017-01-01,17.9,944,RSCH09,EOL Chuí 09,S,-33.69,-53.38,FALSE
EOL.CV.RS.031539-7.01,2017-01-01,12.53,945,RSVC35,Verace 35,S,-33.59,-53.36,FALSE
EOL.CV.RS.031541-9.01,2017-01-01,7.16,946,RSVC25,Verace 25,S,-33.64,-53.33,FALSE
EOL.CV.RS.031557-5.01,2017-01-01,17.9,947,RSVC29,Verace 29,S,-33.62,-53.36,FALSE
EOL.CV.RS.031558-3.01,2017-01-01,8.95,948,RSVC31,Verace 31,S,-33.61,-53.33,FALSE
EOL.CV.RS.031559-1.01,2017-01-01,14.32,949,RSVC26,Verace 26,S,-33.65,-53.3,FALSE
EOL.CV.RS.031561-3.01,2017-01-01,19.69,950,RSVC24,Verace 24,S,-33.64,-53.31,FALSE
EOL.CV.RS.031578-8.01,2017-01-01,12.53,951,RSVC28,Verace 28,S,-33.63,-53.35,FALSE
EOL.CV.RS.031600-8.01,2017-01-01,16.11,952,RSVC27,Verace 27,S,-33.65,-53.32,FALSE
EOL.CV.RS.031601-6.01,2017-01-01,14.32,953,RSVC34,Verace 34,S,-33.56,-53.35,FALSE
EOL.CV.RS.031602-4.01,2017-01-01,17.9,954,RSVC30,Verace 30,S,-33.61,-53.34,FALSE
EOL.CV.RS.031610-5.01,2017-01-01,21.48,955,RSVC36,Verace 36,S,-33.6,-53.37,FALSE
EOL.CV.RS.031646-6.01,2017-05-01,15,956,RSAG13,Aura Mangueira XIII,S,-33.12,-52.9,FALSE
EOL.CV.RS.031647-4.01,2017-03-01,18,957,RSAG15,Aura Mangueira XV,S,-33.16,-52.89,FALSE
EOL.CV.RS.031653-9.01,2017-06-01,15,958,RSAG12,Aura Mangueira XII,S,-33.1,-52.88,FALSE
EOL.CV.RS.031663-6.01,2017-02-01,15,959,RSAR04,Aura Mirim IV,S,-33.21,-52.93,FALSE
EOL.CV.RS.031696-2.01,2017-09-01,27,960,RSAG06,Aura Mangueira VI,S,-33.05,-52.86,FALSE
EOL.CV.RS.031699-7.01,2017-07-01,9,961,RSAR08,Aura Mirim VIII,S,-33.09,-52.9,FALSE
EOL.CV.RS.031700-4.01,2017-09-01,21,962,RSAG04,Aura Mangueira IV,S,-33.07,-52.86,FALSE
EOL.CV.RS.031701-2.01,2017-07-01,9,963,RSAR06,Aura Mirim VI,S,-33.1,-52.86,FALSE
EOL.CV.RS.031705-5.01,2017-07-01,15,964,RSAG17,Aura Mangueira XVII,S,-33.1,-52.84,FALSE
EOL.CV.RS.031719-5.01,2017-02-01,9,965,RSAG11,Aura Mangueira XI,S,-33.18,-52.92,FALSE
EOL.CV.RS.031805-1.01,2017-01-01,24,966,RSAG07,Aura Mangueira VII,S,-33.18,-52.93,FALSE
EOL.CV.RS.031806-0.01,2017-01-01,30,967,RSAR02,Aura Mirim II,S,-33.14,-52.91,FALSE
EOL.CV.SC.028793-8.01,2017-01-01,9,970,SCEOLI,AGUA DOCE,S,-26.58,-51.68,FALSE
EOL.CV.SC.029051-3.01,2017-01-01,30,971,SCUPPT,Púlpito,S,-28.47,-49.61,FALSE
EOL.CV.SC.029052-1.01,2017-01-01,30,972,SCEABA,Aquibatã,S,-26.59,-51.75,FALSE
EOL.CV.SC.029053-0.01,2017-01-01,3,973,SCUSTO,SANTO ANTONIO,S,-28.45,-49.59,FALSE
EOL.CV.SC.029054-8.01,2017-01-01,6,974,SCECCA,Cascata,S,-26.59,-51.74,FALSE
EOL.CV.SC.029055-6.01,2017-01-01,30,975,SCUROU,Rio do Ouro,S,-28.45,-49.61,FALSE
EOL.CV.SC.029056-4.01,2017-01-01,30,976,SCESTO,Salto,S,-26.59,-51.81,FALSE
EOL.CV.SC.029062-9.01,2017-01-01,30,977,SCUBJD,Bom Jardim,S,-28.44,-49.57,FALSE
EOL.CV.SC.029065-3.01,2017-01-01,10.5,978,SCECBO,Campo Belo,S,-26.61,-51.74,FALSE
EOL.CV.SC.029069-6.01,2017-01-01,22.5,979,SCEAMO,Amparo,S,-26.62,-51.57,FALSE
EOL.CV.SC.029070-0.01,2017-01-01,30,980,SCECAL,Cruz Alta,S,-26.6,-51.73,FALSE
EOL.CV.SC.032016-1.01,2017-01-01,2.099,981,SCTUBA,TUBARAO P&D,S,-28.48,-49.03,FALSE
EOL.CV.SE.030296-1.01,2017-01-01,34.5,982,SEBARR,BARRA DOS COQUEIROS,NE,-10.81,-36.92,FALSE
EOL.CV.NE.999999-9.01,2022-01-01,402.025068769006,983,XXXXX1,dummy_001,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.02,2022-02-01,347.649993897001,984,XXXXX2,dummy_002,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.03,2022-03-01,78.3600006099987,985,XXXXX3,dummy_003,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.04,2022-04-01,61.2000007630013,986,XXXXX4,dummy_004,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.05,2022-05-01,141.899993896997,987,XXXXX5,dummy_005,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.06,2022-06-01,87.599998474001,988,XXXXX6,dummy_006,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.07,2022-07-01,201.080001831,989,XXXXX7,dummy_007,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.08,2022-08-01,218.149993896001,990,XXXXX8,dummy_008,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.09,2022-09-01,3,991,XXXXX9,dummy_009,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.10,2022-10-01,100.800003052002,992,XXXX1X,dummy_010,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.11,2022-11-01,738.390014648998,993,XXXX11,dummy_011,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.12,2022-12-01,360.859985351002,994,XXXX12,dummy_012,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.13,2023-01-01,-72.5950551890055,995,XXXX13,dummy_013,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.14,2023-02-01,1264.895,996,XXXX14,dummy_014,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.15,2023-03-01,401.400000000001,997,XXXX15,dummy_015,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.16,2023-04-01,268.5,998,XXXX16,dummy_016,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.17,2023-05-01,99,999,XXXX17,dummy_017,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.18,2023-06-01,402,1000,XXXX18,dummy_018,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.19,2023-07-01,380.799999999999,1001,XXXX19,dummy_019,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.20,2023-08-01,361.300000000003,1002,XXXX2X,dummy_020,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.21,2023-09-01,1102.8,1003,XXXX21,dummy_021,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.22,2023-10-01,469.500000000004,1004,XXXX22,dummy_022,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.23,2023-11-01,292.399999999998,1005,XXXX23,dummy_023,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.24,2023-12-01,355.000000000004,1006,XXXX24,dummy_024,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.25,2024-01-01,539.299999999999,1007,XXXX25,dummy_025,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.26,2024-02-01,125.200000000001,1008,XXXX26,dummy_026,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.27,2024-03-01,235.099999999999,1009,XXXX27,dummy_027,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.28,2024-04-01,44.7999999999993,1010,XXXX28,dummy_028,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.29,2024-07-01,289.200000000001,1011,XXXX29,dummy_029,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.30,2024-08-01,243.599999999999,1012,XXXX3X,dummy_030,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.31,2024-09-01,74.4000000000015,1013,XXXX31,dummy_031,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.32,2024-11-01,52,1014,XXXX32,dummy_032,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.33,2025-01-01,58.7999999999993,1015,XXXX33,dummy_033,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.34,2025-07-01,31.8000000000029,1016,XXXX34,dummy_034,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.NE.999999-9.35,2026-01-01,208.399999999998,1017,XXXX35,dummy_035,NE,-12.2023374625433,-41.5941335420757,TRUE
EOL.CV.S.999999-9.01,2022-01-01,0.000992796999753409,1018,XXXXX1,dummy_001,S,-29.524848133517,-53.4817862195251,TRUE
EOL.CV.S.999999-9.02,2022-02-01,4.19999981000001,1019,XXXXX2,dummy_002,S,-29.524848133517,-53.4817862195251,TRUE
EOL.CV.S.999999-9.03,2023-01-01,4.79900739300024,1020,XXXXX3,dummy_003,S,-29.524848133517,-53.4817862195251,TRUE
